Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,1.1438899040222168,1.1465917825698853,1.14223051071167,1.1439945697784424,1.1439945697784424,0
2019-01-01,1.1494252681732178,1.155001163482666,1.146499752998352,1.1493064165115356,1.1493064165115356,0
2019-01-02,1.1461317539215088,1.1497001647949219,1.1345715522766113,1.14617121219635,1.14617121219635,0
2019-01-03,1.131733775138855,1.1409143209457397,1.131733775138855,1.1318106651306152,1.1318106651306152,0
2019-01-04,1.1390948295593262,1.14177405834198,1.1348161697387695,1.1391078233718872,1.1391078233718872,0
2019-01-07,1.141291856765747,1.147446870803833,1.1405240297317505,1.1410444974899292,1.1410444974899292,0
2019-01-08,1.1479343175888062,1.1486331224441528,1.1424654722213745,1.1479737758636475,1.1479737758636475,0
2019-01-09,1.1457247734069824,1.1540148258209229,1.144164800643921,1.1456066370010376,1.1456066370010376,0
2019-01-10,1.1555217504501343,1.157139539718628,1.151145339012146,1.1554949283599854,1.1554949283599854,0
2019-01-11,1.1515165567398071,1.1539002656936646,1.1459741592407227,1.151012897491455,1.151012897491455,0
2019-01-14,1.1462763547897339,1.148369312286377,1.1451605558395386,1.146013617515564,1.146013617515564,0
2019-01-15,1.147315263748169,1.1491611003875732,1.1386150121688843,1.1472889184951782,1.1472889184951782,0
2019-01-16,1.141409158706665,1.14223051071167,1.1378893852233887,1.1416828632354736,1.1416828632354736,0
2019-01-17,1.1398999691009521,1.1407711505889893,1.1372424364089966,1.1398088932037354,1.1398088932037354,0
2019-01-18,1.1391856670379639,1.1410315036773682,1.1354217529296875,1.13926362991333,1.13926362991333,0
2019-01-21,1.1365444660186768,1.1388224363327026,1.1357957124710083,1.1365574598312378,1.1365574598312378,0
2019-01-22,1.1369578838348389,1.1375269889831543,1.1336840391159058,1.136932134628296,1.136932134628296,0
2019-01-23,1.1363766193389893,1.1393154859542847,1.1351640224456787,1.1364023685455322,1.1364023685455322,0
2019-01-24,1.1387057304382324,1.1393414735794067,1.131324052810669,1.1388224363327026,1.1388224363327026,0
2019-01-25,1.1309914588928223,1.1411616802215576,1.1305822134017944,1.1313496828079224,1.1313496828079224,0
2019-01-28,1.141265869140625,1.1445575952529907,1.1390948295593262,1.1413049697875977,1.1413049697875977,0
2019-01-29,1.1429747343063354,1.1450556516647339,1.1411746740341187,1.143000841140747,1.143000841140747,0
2019-01-30,1.1435105800628662,1.1450294256210327,1.140862226486206,1.1435366868972778,1.1435366868972778,0
2019-01-31,1.1485539674758911,1.1513707637786865,1.1450556516647339,1.1487650871276855,1.1487650871276855,0
2019-02-01,1.145081877708435,1.1488442420959473,1.1435105800628662,1.1449507474899292,1.1449507474899292,0
2019-02-04,1.1457247734069824,1.1462632417678833,1.1425436735153198,1.1455278396606445,1.1455278396606445,0
2019-02-05,1.14357590675354,1.1442956924438477,1.1403288841247559,1.1436283588409424,1.1436283588409424,0
2019-02-06,1.1408753395080566,1.141096591949463,1.1375399827957153,1.140992522239685,1.140992522239685,0
2019-02-07,1.1366348266601562,1.1370097398757935,1.1326054334640503,1.1365960836410522,1.1365960836410522,0
2019-02-08,1.1339925527572632,1.1350995302200317,1.132182240486145,1.1338768005371094,1.1338768005371094,0
2019-02-11,1.1324259042739868,1.133144497871399,1.1273448467254639,1.1324259042739868,1.1324259042739868,0
2019-02-12,1.128031611442566,1.1319899559020996,1.125885248184204,1.1279042959213257,1.1279042959213257,0
2019-02-13,1.1332728862762451,1.134429931640625,1.1282861232757568,1.1334655284881592,1.1334655284881592,0
2019-02-14,1.126405119895935,1.130825161933899,1.1250618696212769,1.12649405002594,1.12649405002594,0
2019-02-15,1.1294713020324707,1.1298158168792725,1.1234945058822632,1.1295350790023804,1.1295350790023804,0
2019-02-18,1.1294840574264526,1.1334141492843628,1.1294840574264526,1.1298030614852905,1.1298030614852905,0
2019-02-19,1.131208896636963,1.1341854333877563,1.1277008056640625,1.131196141242981,1.131196141242981,0
2019-02-20,1.1343011856079102,1.1369578838348389,1.1325926780700684,1.1343011856079102,1.1343011856079102,0
2019-02-21,1.1346358060836792,1.1365832090377808,1.1322592496871948,1.1346358060836792,1.1346358060836792,0
2019-02-22,1.1339796781539917,1.1355764865875244,1.131874680519104,1.1343011856079102,1.1343011856079102,0
2019-02-25,1.1340183019638062,1.1367511749267578,1.13379967212677,1.1342240571975708,1.1342240571975708,0
2019-02-26,1.1366219520568848,1.1378635168075562,1.1346487998962402,1.1367511749267578,1.1367511749267578,0
2019-02-27,1.1394193172454834,1.140380859375,1.1363893747329712,1.1393154859542847,1.1393154859542847,0
2019-02-28,1.1377859115600586,1.1422044038772583,1.1360796689987183,1.1380189657211304,1.1380189657211304,0
2019-03-01,1.137255311012268,1.1408882141113281,1.135434627532959,1.1373459100723267,1.1373459100723267,0
2019-03-04,1.1375269889831543,1.1375269889831543,1.1310553550720215,1.1375917196273804,1.1375917196273804,0
2019-03-05,1.133825421333313,1.1339154243469238,1.1293182373046875,1.1337354183197021,1.1337354183197021,0
2019-03-06,1.1306205987930298,1.132502794265747,1.1291651725769043,1.1307101249694824,1.1307101249694824,0
2019-03-07,1.1312474012374878,1.1319899559020996,1.1208752393722534,1.1314009428024292,1.1314009428024292,0
2019-03-08,1.1201971769332886,1.1244546175003052,1.1186057329177856,1.1198333501815796,1.1198333501815796,0
2019-03-11,1.123103380203247,1.1257457733154297,1.1222589015960693,1.1232421398162842,1.1232421398162842,0
2019-03-12,1.125885248184204,1.129433035850525,1.1250239610671997,1.1259232759475708,1.1259232759475708,0
2019-03-13,1.1286808252334595,1.1313753128051758,1.1279042959213257,1.1287446022033691,1.1287446022033691,0
2019-03-14,1.1332857608795166,1.133594036102295,1.1294713020324707,1.133105993270874,1.133105993270874,0
2019-03-15,1.1307612657546997,1.1343011856079102,1.1302244663238525,1.1308379173278809,1.1308379173278809,0
