,open,high,low,close,volume
2020-01-01 00:00:00+00:00,0.701,0.701,0.701,0.701,2629000.0
2020-01-02 00:00:00+00:00,0.701,0.6990000000000001,0.701,0.6990000000000001,24000.0
2020-01-02 04:00:00+00:00,0.701,0.6990000000000001,0.701,0.6990000000000001,5760000.0
2020-01-02 08:00:00+00:00,0.701,0.7,0.6990000000000001,0.7,8218000.0
2020-01-02 12:00:00+00:00,0.7,0.7,0.6990000000000001,0.6990000000000001,14922000.0
2020-01-02 16:00:00+00:00,0.6990000000000001,0.6990000000000001,0.6990000000000001,0.6990000000000001,11280000.0
2020-01-02 20:00:00+00:00,0.6990000000000001,0.6990000000000001,0.6990000000000001,0.6990000000000001,11280000.0
2020-01-03 00:00:00+00:00,0.6990000000000001,0.6990000000000001,0.698,0.698,11396000.0
2020-01-03 04:00:00+00:00,0.698,0.698,0.696,0.696,41769000.0
2020-01-03 08:00:00+00:00,0.6970000000000001,0.6970000000000001,0.695,0.695,25369000.0
2020-01-03 12:00:00+00:00,0.695,0.695,0.693,0.693,25095000.0
2020-01-03 16:00:00+00:00,0.693,0.693,0.693,0.693,30960000.0
2020-01-03 20:00:00+00:00,0.693,0.693,0.693,0.693,30960000.0
2020-01-04 00:00:00+00:00,0.693,0.693,0.693,0.693,30831000.0
2020-01-06 00:00:00+00:00,0.6940000000000001,0.6940000000000001,0.6940000000000001,0.6940000000000001,369000.0
2020-01-06 04:00:00+00:00,0.6940000000000001,0.695,0.693,0.6940000000000001,31321000.0
2020-01-06 08:00:00+00:00,0.6940000000000001,0.6940000000000001,0.693,0.6940000000000001,25679000.0
2020-01-06 12:00:00+00:00,0.6940000000000001,0.695,0.6940000000000001,0.6940000000000001,25260000.0
2020-01-06 16:00:00+00:00,0.6940000000000001,0.695,0.6940000000000001,0.6940000000000001,35244000.0
2020-01-06 20:00:00+00:00,0.6940000000000001,0.6940000000000001,0.6940000000000001,0.6940000000000001,47040000.0
2020-01-07 00:00:00+00:00,0.6940000000000001,0.6940000000000001,0.693,0.693,47218000.0
2020-01-07 04:00:00+00:00,0.693,0.693,0.6920000000000001,0.693,33463000.0
2020-01-07 08:00:00+00:00,0.693,0.693,0.6890000000000001,0.6890000000000001,41864000.0
2020-01-07 12:00:00+00:00,0.6890000000000001,0.691,0.6890000000000001,0.688,44042000.0
2020-01-07 16:00:00+00:00,0.6890000000000001,0.688,0.6890000000000001,0.688,57840000.0
2020-01-07 20:00:00+00:00,0.6890000000000001,0.688,0.6890000000000001,0.688,57840000.0
2020-01-08 00:00:00+00:00,0.6890000000000001,0.688,0.6859999999999999,0.685,58481000.0
2020-01-08 04:00:00+00:00,0.685,0.688,0.685,0.687,104262000.0
2020-01-08 08:00:00+00:00,0.687,0.688,0.6859999999999999,0.687,26872000.0
2020-01-08 12:00:00+00:00,0.688,0.688,0.6859999999999999,0.687,35657000.0
2020-01-08 16:00:00+00:00,0.687,0.687,0.685,0.685,30374000.0
2020-01-08 20:00:00+00:00,0.685,0.685,0.685,0.685,25440000.0
2020-01-09 00:00:00+00:00,0.685,0.687,0.685,0.687,25575000.0
2020-01-09 04:00:00+00:00,0.687,0.687,0.6859999999999999,0.687,30521000.0
2020-01-09 08:00:00+00:00,0.687,0.687,0.6859999999999999,0.687,20163000.0
2020-01-09 12:00:00+00:00,0.687,0.687,0.685,0.685,21664000.0
2020-01-09 16:00:00+00:00,0.685,0.6859999999999999,0.685,0.685,21582000.0
2020-01-09 20:00:00+00:00,0.685,0.685,0.685,0.685,15020000.0
2020-01-10 00:00:00+00:00,0.685,0.685,0.685,0.685,15866000.0
2020-01-10 04:00:00+00:00,0.685,0.687,0.685,0.6859999999999999,30834000.0
2020-01-10 08:00:00+00:00,0.687,0.688,0.687,0.687,17893000.0
2020-01-10 12:00:00+00:00,0.687,0.688,0.687,0.688,20918000.0
2020-01-10 16:00:00+00:00,0.688,0.6890000000000001,0.687,0.688,30018000.0
2020-01-10 20:00:00+00:00,0.688,0.688,0.688,0.688,26880000.0
2020-01-11 00:00:00+00:00,0.688,0.688,0.688,0.688,26768000.0
2020-01-13 00:00:00+00:00,0.6890000000000001,0.69,0.69,0.6890000000000001,319000.0
2020-01-13 04:00:00+00:00,0.69,0.691,0.6890000000000001,0.691,27728000.0
2020-01-13 08:00:00+00:00,0.691,0.691,0.691,0.691,18636000.0
2020-01-13 12:00:00+00:00,0.691,0.691,0.6890000000000001,0.6890000000000001,20959000.0
2020-01-13 16:00:00+00:00,0.69,0.69,0.6890000000000001,0.69,26941000.0
2020-01-13 20:00:00+00:00,0.69,0.691,0.69,0.691,13363000.0
2020-01-14 00:00:00+00:00,0.691,0.691,0.6890000000000001,0.6890000000000001,11746000.0
2020-01-14 04:00:00+00:00,0.6890000000000001,0.69,0.688,0.6890000000000001,31690000.0
2020-01-14 08:00:00+00:00,0.6890000000000001,0.69,0.6890000000000001,0.69,24808000.0
2020-01-14 12:00:00+00:00,0.69,0.69,0.6890000000000001,0.69,23478000.0
2020-01-14 16:00:00+00:00,0.69,0.69,0.6890000000000001,0.69,27021000.0
2020-01-14 20:00:00+00:00,0.69,0.69,0.69,0.69,11335000.0
2020-01-15 00:00:00+00:00,0.69,0.69,0.6890000000000001,0.6890000000000001,10314000.0
