Datetime,Open,High,Low,Close,Adj Close,Volume
2020-03-26 09:15:00+05:30,8451.0,8457.650390625,8338.400390625,8339.349609375,8339.349609375,0
2020-03-26 09:20:00+05:30,8336.400390625,8411.7998046875,8309.9501953125,8396.650390625,8396.650390625,0
2020-03-26 09:25:00+05:30,8396.849609375,8476.9501953125,8372.099609375,8476.599609375,8476.599609375,0
2020-03-26 09:30:00+05:30,8476.900390625,8518.4501953125,8460.0,8488.400390625,8488.400390625,0
2020-03-26 09:35:00+05:30,8490.099609375,8515.0,8482.349609375,8487.5,8487.5,0
2020-03-26 09:40:00+05:30,8487.400390625,8513.7998046875,8462.4501953125,8513.7998046875,8513.7998046875,0
2020-03-26 09:45:00+05:30,8513.650390625,8535.25,8476.0,8484.9501953125,8484.9501953125,0
2020-03-26 09:50:00+05:30,8483.7001953125,8546.5,8483.7001953125,8544.599609375,8544.599609375,0
2020-03-26 09:55:00+05:30,8545.2001953125,8606.4501953125,8544.349609375,8605.650390625,8605.650390625,0
2020-03-26 10:00:00+05:30,8606.150390625,8654.7001953125,8582.7998046875,8626.7001953125,8626.7001953125,0
2020-03-26 10:05:00+05:30,8627.400390625,8645.349609375,8603.150390625,8629.25,8629.25,0
2020-03-26 10:10:00+05:30,8630.0498046875,8678.150390625,8627.4501953125,8676.7001953125,8676.7001953125,0
2020-03-26 10:15:00+05:30,8676.650390625,8722.5498046875,8675.150390625,8711.5498046875,8711.5498046875,0
2020-03-26 10:20:00+05:30,8712.5498046875,8748.150390625,8708.349609375,8709.650390625,8709.650390625,0
2020-03-26 10:25:00+05:30,8709.849609375,8715.25,8655.75,8655.75,8655.75,0
2020-03-26 10:30:00+05:30,8654.0,8687.400390625,8585.4501953125,8687.400390625,8687.400390625,0
2020-03-26 10:35:00+05:30,8686.150390625,8694.75,8649.2001953125,8684.25,8684.25,0
2020-03-26 10:40:00+05:30,8684.5498046875,8717.5,8681.5498046875,8698.4501953125,8698.4501953125,0
2020-03-26 10:45:00+05:30,8699.4501953125,8699.4501953125,8628.4501953125,8631.7998046875,8631.7998046875,0
2020-03-26 10:50:00+05:30,8635.900390625,8645.099609375,8602.650390625,8627.0,8627.0,0
2020-03-26 10:55:00+05:30,8628.2998046875,8630.7001953125,8592.599609375,8624.650390625,8624.650390625,0
2020-03-26 11:00:00+05:30,8625.7998046875,8642.650390625,8602.7998046875,8607.0498046875,8607.0498046875,0
2020-03-26 11:05:00+05:30,8607.2998046875,8607.400390625,8557.25,8564.5,8564.5,0
2020-03-26 11:10:00+05:30,8562.849609375,8611.5,8533.5498046875,8599.4501953125,8599.4501953125,0
2020-03-26 11:15:00+05:30,8600.25,8630.150390625,8596.0498046875,8600.900390625,8600.900390625,0
2020-03-26 11:20:00+05:30,8606.599609375,8618.099609375,8570.5,8570.599609375,8570.599609375,0
2020-03-26 11:25:00+05:30,8571.75,8587.650390625,8554.2001953125,8570.599609375,8570.599609375,0
2020-03-26 11:30:00+05:30,8572.2998046875,8581.75,8509.0498046875,8509.0498046875,8509.0498046875,0
2020-03-26 11:35:00+05:30,8510.099609375,8552.900390625,8510.0,8550.5,8550.5,0
2020-03-26 11:40:00+05:30,8553.0498046875,8647.5,8553.0498046875,8619.400390625,8619.400390625,0
2020-03-26 11:45:00+05:30,8622.0,8649.0498046875,8611.7998046875,8631.900390625,8631.900390625,0
2020-03-26 11:50:00+05:30,8631.900390625,8646.900390625,8608.75,8627.150390625,8627.150390625,0
2020-03-26 11:55:00+05:30,8627.7998046875,8658.9501953125,8615.7001953125,8657.9501953125,8657.9501953125,0
2020-03-26 12:00:00+05:30,8659.7998046875,8706.099609375,8657.7998046875,8675.349609375,8675.349609375,0
2020-03-26 12:05:00+05:30,8673.400390625,8721.2998046875,8671.5,8705.2001953125,8705.2001953125,0
2020-03-26 12:10:00+05:30,8706.0,8729.25,8698.900390625,8724.25,8724.25,0
2020-03-26 12:15:00+05:30,8724.599609375,8724.599609375,8661.650390625,8688.7001953125,8688.7001953125,0
2020-03-26 12:20:00+05:30,8688.849609375,8700.2001953125,8684.150390625,8697.150390625,8697.150390625,0
2020-03-26 12:25:00+05:30,8694.2998046875,8694.5,8663.650390625,8679.400390625,8679.400390625,0
2020-03-26 12:30:00+05:30,8680.7001953125,8706.599609375,8677.5498046875,8693.4501953125,8693.4501953125,0
2020-03-26 12:35:00+05:30,8692.150390625,8715.900390625,8690.7001953125,8696.900390625,8696.900390625,0
2020-03-26 12:40:00+05:30,8697.849609375,8724.650390625,8684.5498046875,8724.400390625,8724.400390625,0
2020-03-26 12:45:00+05:30,8726.0,8735.2001953125,8700.2001953125,8703.9501953125,8703.9501953125,0
2020-03-26 12:50:00+05:30,8704.7998046875,8725.150390625,8690.5,8719.2001953125,8719.2001953125,0
2020-03-26 12:55:00+05:30,8718.9501953125,8731.5498046875,8706.099609375,8714.150390625,8714.150390625,0
2020-03-26 13:00:00+05:30,8714.599609375,8714.75,8664.2998046875,8694.650390625,8694.650390625,0
2020-03-26 13:05:00+05:30,8694.0,8714.2001953125,8675.2998046875,8697.900390625,8697.900390625,0
2020-03-26 13:10:00+05:30,8697.7998046875,8712.150390625,8697.099609375,8706.5,8706.5,0
2020-03-26 13:15:00+05:30,8706.7001953125,8727.099609375,8704.0,8707.2998046875,8707.2998046875,0
2020-03-26 13:20:00+05:30,8707.2001953125,8709.4501953125,8641.75,8641.849609375,8641.849609375,0
2020-03-26 13:25:00+05:30,8641.400390625,8641.400390625,8546.0498046875,8567.75,8567.75,0
2020-03-26 13:30:00+05:30,8572.25,8607.900390625,8548.849609375,8548.849609375,8548.849609375,0
2020-03-26 13:35:00+05:30,8551.150390625,8573.75,8510.0498046875,8541.099609375,8541.099609375,0
2020-03-26 13:40:00+05:30,8541.349609375,8606.099609375,8541.099609375,8573.7998046875,8573.7998046875,0
2020-03-26 13:45:00+05:30,8574.150390625,8599.849609375,8536.9501953125,8546.5,8546.5,0
2020-03-26 13:50:00+05:30,8545.4501953125,8554.849609375,8509.4501953125,8520.7998046875,8520.7998046875,0
2020-03-26 13:55:00+05:30,8520.650390625,8544.0,8519.2001953125,8535.4501953125,8535.4501953125,0
2020-03-26 14:00:00+05:30,8537.150390625,8538.4501953125,8454.099609375,8479.0498046875,8479.0498046875,0
2020-03-26 14:05:00+05:30,8482.5498046875,8507.25,8479.0,8491.5498046875,8491.5498046875,0
2020-03-26 14:10:00+05:30,8490.900390625,8580.4501953125,8485.75,8544.0,8544.0,0
2020-03-26 14:15:00+05:30,8542.150390625,8562.0498046875,8519.150390625,8553.400390625,8553.400390625,0
2020-03-26 14:20:00+05:30,8552.400390625,8563.099609375,8519.2998046875,8520.25,8520.25,0
2020-03-26 14:25:00+05:30,8520.2998046875,8560.5,8519.650390625,8560.5,8560.5,0
2020-03-26 14:30:00+05:30,8560.5,8626.2998046875,8560.5,8595.75,8595.75,0
2020-03-26 14:35:00+05:30,8597.75,8626.7998046875,8594.2998046875,8594.2998046875,8594.2998046875,0
2020-03-26 14:40:00+05:30,8593.5,8613.2001953125,8574.349609375,8611.150390625,8611.150390625,0
2020-03-26 14:45:00+05:30,8610.7998046875,8658.2998046875,8609.099609375,8655.7001953125,8655.7001953125,0
2020-03-26 14:50:00+05:30,8655.349609375,8725.150390625,8653.400390625,8722.150390625,8722.150390625,0
2020-03-26 14:55:00+05:30,8722.0498046875,8731.849609375,8685.599609375,8728.9501953125,8728.9501953125,0
2020-03-26 15:00:00+05:30,8728.7001953125,8729.5,8628.0498046875,8644.7001953125,8644.7001953125,0
2020-03-26 15:05:00+05:30,8645.349609375,8665.25,8621.0,8644.349609375,8644.349609375,0
2020-03-26 15:10:00+05:30,8644.5,8644.5498046875,8618.25,8622.5,8622.5,0
2020-03-26 15:15:00+05:30,8622.2001953125,8634.5,8610.4501953125,8612.599609375,8612.599609375,0
2020-03-26 15:20:00+05:30,8613.0,8649.9501953125,8607.349609375,8642.5498046875,8642.5498046875,0
2020-03-26 15:25:00+05:30,8642.7001953125,8671.099609375,8642.7001953125,8653.5,8653.5,0
2020-03-27 09:15:00+05:30,8949.099609375,9025.4501953125,8940.2001953125,8969.5498046875,8969.5498046875,0
2020-03-27 09:20:00+05:30,8971.75,8977.5,8910.75,8949.4501953125,8949.4501953125,0
2020-03-27 09:25:00+05:30,8952.7001953125,8987.5,8949.099609375,8982.349609375,8982.349609375,0
2020-03-27 09:30:00+05:30,8982.849609375,9038.5,8982.7998046875,9023.650390625,9023.650390625,0
2020-03-27 09:35:00+05:30,9022.0,9027.9501953125,8994.650390625,9025.7998046875,9025.7998046875,0
2020-03-27 09:40:00+05:30,9025.599609375,9030.7998046875,8959.849609375,8966.7001953125,8966.7001953125,0
2020-03-27 09:45:00+05:30,8962.25,8997.5498046875,8959.5498046875,8986.2001953125,8986.2001953125,0
2020-03-27 09:50:00+05:30,8985.5498046875,8996.650390625,8966.349609375,8975.2001953125,8975.2001953125,0
2020-03-27 09:55:00+05:30,8975.849609375,8990.2998046875,8939.4501953125,8947.75,8947.75,0
2020-03-27 10:00:00+05:30,8947.5498046875,8966.0498046875,8914.5,8928.349609375,8928.349609375,0
2020-03-27 10:05:00+05:30,8928.0498046875,9024.2001953125,8867.599609375,8997.400390625,8997.400390625,0
2020-03-27 10:10:00+05:30,8983.4501953125,8996.7998046875,8809.150390625,8824.599609375,8824.599609375,0
2020-03-27 10:15:00+05:30,8821.400390625,8870.9501953125,8772.150390625,8845.25,8845.25,0
2020-03-27 10:20:00+05:30,8847.25,8919.599609375,8812.150390625,8896.9501953125,8896.9501953125,0
2020-03-27 10:25:00+05:30,8892.75,8913.7998046875,8839.849609375,8840.849609375,8840.849609375,0
2020-03-27 10:30:00+05:30,8840.2001953125,8858.150390625,8782.75,8788.0,8788.0,0
2020-03-27 10:35:00+05:30,8788.849609375,8843.75,8788.849609375,8831.349609375,8831.349609375,0
2020-03-27 10:40:00+05:30,8828.2998046875,8844.900390625,8753.849609375,8773.150390625,8773.150390625,0
2020-03-27 10:45:00+05:30,8771.849609375,8798.400390625,8730.099609375,8763.7001953125,8763.7001953125,0
2020-03-27 10:50:00+05:30,8766.2998046875,8776.7998046875,8716.5,8716.5,8716.5,0
2020-03-27 10:55:00+05:30,8716.2998046875,8736.650390625,8626.2998046875,8626.2998046875,8626.2998046875,0
2020-03-27 11:00:00+05:30,8626.75,8731.7998046875,8626.5,8709.099609375,8709.099609375,0
2020-03-27 11:05:00+05:30,8712.599609375,8718.5498046875,8639.5498046875,8639.5498046875,8639.5498046875,0
2020-03-27 11:10:00+05:30,8638.75,8646.0,8568.150390625,8570.349609375,8570.349609375,0
