Datetime,Open,High,Low,Close,Adj Close,Volume
2020-03-27 11:15:00+05:30,8569.349609375,8601.400390625,8538.7998046875,8554.9501953125,8554.9501953125,0
2020-03-27 11:20:00+05:30,8556.25,8614.9501953125,8551.7998046875,8586.0,8586.0,0
2020-03-27 11:25:00+05:30,8579.7001953125,8691.650390625,8566.849609375,8621.650390625,8621.650390625,0
2020-03-27 11:30:00+05:30,8619.25,8674.650390625,8618.2001953125,8665.349609375,8665.349609375,0
2020-03-27 11:35:00+05:30,8663.4501953125,8667.099609375,8621.150390625,8643.900390625,8643.900390625,0
2020-03-27 11:40:00+05:30,8643.5,8663.0498046875,8635.7998046875,8650.75,8650.75,0
2020-03-27 11:45:00+05:30,8650.9501953125,8662.9501953125,8598.2001953125,8605.75,8605.75,0
2020-03-27 11:50:00+05:30,8605.75,8659.0,8605.75,8654.599609375,8654.599609375,0
2020-03-27 11:55:00+05:30,8654.0,8720.099609375,8640.7001953125,8715.7998046875,8715.7998046875,0
2020-03-27 12:00:00+05:30,8714.25,8751.849609375,8696.099609375,8715.400390625,8715.400390625,0
2020-03-27 12:05:00+05:30,8714.900390625,8717.349609375,8669.599609375,8693.7998046875,8693.7998046875,0
2020-03-27 12:10:00+05:30,8693.150390625,8725.099609375,8687.9501953125,8687.9501953125,8687.9501953125,0
2020-03-27 12:15:00+05:30,8687.9501953125,8687.9501953125,8655.349609375,8683.2998046875,8683.2998046875,0
2020-03-27 12:20:00+05:30,8683.349609375,8711.7998046875,8673.0498046875,8675.7001953125,8675.7001953125,0
2020-03-27 12:25:00+05:30,8676.150390625,8708.2001953125,8676.150390625,8684.7998046875,8684.7998046875,0
2020-03-27 12:30:00+05:30,8685.25,8701.0498046875,8649.849609375,8657.150390625,8657.150390625,0
2020-03-27 12:35:00+05:30,8657.099609375,8678.2998046875,8644.2998046875,8653.9501953125,8653.9501953125,0
2020-03-27 12:40:00+05:30,8653.599609375,8677.9501953125,8634.400390625,8635.5498046875,8635.5498046875,0
2020-03-27 12:45:00+05:30,8635.400390625,8656.400390625,8620.849609375,8621.2998046875,8621.2998046875,0
2020-03-27 12:50:00+05:30,8621.849609375,8652.2001953125,8613.849609375,8620.25,8620.25,0
2020-03-27 12:55:00+05:30,8620.099609375,8640.900390625,8613.2998046875,8624.099609375,8624.099609375,0
2020-03-27 13:00:00+05:30,8624.4501953125,8633.650390625,8599.5498046875,8608.2998046875,8608.2998046875,0
2020-03-27 13:05:00+05:30,8608.650390625,8620.400390625,8568.4501953125,8568.75,8568.75,0
2020-03-27 13:10:00+05:30,8575.099609375,8618.7001953125,8568.400390625,8598.4501953125,8598.4501953125,0
2020-03-27 13:15:00+05:30,8593.650390625,8606.900390625,8574.0,8579.2998046875,8579.2998046875,0
2020-03-27 13:20:00+05:30,8579.150390625,8583.5498046875,8542.0,8542.0,8542.0,0
2020-03-27 13:25:00+05:30,8541.650390625,8589.650390625,8523.7001953125,8564.150390625,8564.150390625,0
2020-03-27 13:30:00+05:30,8563.5498046875,8585.0498046875,8545.400390625,8584.099609375,8584.099609375,0
2020-03-27 13:35:00+05:30,8583.599609375,8652.7998046875,8581.7001953125,8626.9501953125,8626.9501953125,0
2020-03-27 13:40:00+05:30,8627.5,8692.0498046875,8625.7998046875,8673.7998046875,8673.7998046875,0
2020-03-27 13:45:00+05:30,8671.4501953125,8705.2001953125,8641.849609375,8700.650390625,8700.650390625,0
2020-03-27 13:50:00+05:30,8694.5498046875,8715.650390625,8675.150390625,8703.9501953125,8703.9501953125,0
2020-03-27 13:55:00+05:30,8698.2001953125,8714.150390625,8665.7001953125,8708.75,8708.75,0
2020-03-27 14:00:00+05:30,8708.75,8727.599609375,8688.5498046875,8727.599609375,8727.599609375,0
2020-03-27 14:05:00+05:30,8727.599609375,8734.650390625,8700.2998046875,8734.650390625,8734.650390625,0
2020-03-27 14:10:00+05:30,8734.900390625,8759.400390625,8724.4501953125,8759.0,8759.0,0
2020-03-27 14:15:00+05:30,8757.849609375,8805.849609375,8757.849609375,8792.2998046875,8792.2998046875,0
2020-03-27 14:20:00+05:30,8791.349609375,8809.900390625,8751.099609375,8773.9501953125,8773.9501953125,0
2020-03-27 14:25:00+05:30,8774.099609375,8837.7998046875,8772.5498046875,8837.75,8837.75,0
2020-03-27 14:30:00+05:30,8837.9501953125,8840.0,8704.349609375,8707.25,8707.25,0
2020-03-27 14:35:00+05:30,8713.75,8723.9501953125,8674.2001953125,8694.2998046875,8694.2998046875,0
2020-03-27 14:40:00+05:30,8697.599609375,8725.900390625,8668.0,8669.599609375,8669.599609375,0
2020-03-27 14:45:00+05:30,8669.4501953125,8688.25,8647.2001953125,8651.349609375,8651.349609375,0
2020-03-27 14:50:00+05:30,8652.650390625,8674.099609375,8644.25,8644.9501953125,8644.9501953125,0
2020-03-27 14:55:00+05:30,8644.5498046875,8704.4501953125,8642.9501953125,8668.099609375,8668.099609375,0
2020-03-27 15:00:00+05:30,8667.650390625,8667.650390625,8611.849609375,8622.0,8622.0,0
2020-03-27 15:05:00+05:30,8621.7998046875,8653.4501953125,8617.099609375,8652.4501953125,8652.4501953125,0
2020-03-27 15:10:00+05:30,8651.599609375,8671.75,8638.0,8662.599609375,8662.599609375,0
2020-03-27 15:15:00+05:30,8663.4501953125,8694.150390625,8663.4501953125,8692.2998046875,8692.2998046875,0
2020-03-27 15:20:00+05:30,8691.349609375,8696.650390625,8665.150390625,8683.7001953125,8683.7001953125,0
2020-03-27 15:25:00+05:30,8684.849609375,8688.150390625,8668.7001953125,8673.5,8673.5,0
2020-03-30 09:15:00+05:30,8385.9501953125,8428.2001953125,8334.25,8428.2001953125,8428.2001953125,0
2020-03-30 09:20:00+05:30,8432.349609375,8466.7001953125,8402.900390625,8425.2998046875,8425.2998046875,0
2020-03-30 09:25:00+05:30,8425.25,8438.5498046875,8379.2998046875,8400.150390625,8400.150390625,0
2020-03-30 09:30:00+05:30,8399.150390625,8482.7001953125,8378.9501953125,8482.25,8482.25,0
2020-03-30 09:35:00+05:30,8480.2998046875,8506.900390625,8440.25,8499.900390625,8499.900390625,0
2020-03-30 09:40:00+05:30,8499.75,8533.4501953125,8492.150390625,8501.400390625,8501.400390625,0
2020-03-30 09:45:00+05:30,8500.099609375,8531.650390625,8483.5498046875,8500.599609375,8500.599609375,0
2020-03-30 09:50:00+05:30,8501.349609375,8518.849609375,8478.150390625,8514.349609375,8514.349609375,0
2020-03-30 09:55:00+05:30,8515.2001953125,8542.849609375,8498.9501953125,8521.5498046875,8521.5498046875,0
2020-03-30 10:00:00+05:30,8521.4501953125,8548.4501953125,8511.650390625,8531.0,8531.0,0
2020-03-30 10:05:00+05:30,8532.0,8533.599609375,8481.150390625,8487.4501953125,8487.4501953125,0
2020-03-30 10:10:00+05:30,8487.0,8507.2998046875,8463.650390625,8479.7001953125,8479.7001953125,0
2020-03-30 10:15:00+05:30,8479.349609375,8480.25,8448.75,8474.2001953125,8474.2001953125,0
2020-03-30 10:20:00+05:30,8489.7998046875,8514.4501953125,8480.7998046875,8510.5,8510.5,0
2020-03-30 10:25:00+05:30,8510.4501953125,8530.650390625,8499.2998046875,8518.2001953125,8518.2001953125,0
2020-03-30 10:30:00+05:30,8517.7001953125,8549.2998046875,8517.599609375,8527.25,8527.25,0
2020-03-30 10:35:00+05:30,8526.400390625,8560.650390625,8510.400390625,8560.650390625,8560.650390625,0
2020-03-30 10:40:00+05:30,8560.9501953125,8566.4501953125,8539.5,8552.900390625,8552.900390625,0
2020-03-30 10:45:00+05:30,8554.0498046875,8575.25,8546.0,8550.4501953125,8550.4501953125,0
2020-03-30 10:50:00+05:30,8550.2001953125,8570.5498046875,8527.7001953125,8553.849609375,8553.849609375,0
2020-03-30 10:55:00+05:30,8553.75,8558.2001953125,8534.0498046875,8555.2001953125,8555.2001953125,0
2020-03-30 11:00:00+05:30,8554.2998046875,8560.2998046875,8534.900390625,8542.25,8542.25,0
2020-03-30 11:05:00+05:30,8540.7998046875,8545.9501953125,8501.4501953125,8503.849609375,8503.849609375,0
2020-03-30 11:10:00+05:30,8504.0,8520.0498046875,8502.349609375,8517.4501953125,8517.4501953125,0
2020-03-30 11:15:00+05:30,8516.9501953125,8532.4501953125,8513.349609375,8518.4501953125,8518.4501953125,0
2020-03-30 11:20:00+05:30,8519.599609375,8519.599609375,8485.849609375,8498.2001953125,8498.2001953125,0
2020-03-30 11:25:00+05:30,8497.400390625,8500.7998046875,8476.599609375,8486.4501953125,8486.4501953125,0
2020-03-30 11:30:00+05:30,8485.650390625,8485.7998046875,8469.150390625,8474.849609375,8474.849609375,0
2020-03-30 11:35:00+05:30,8474.599609375,8475.5498046875,8457.0,8459.349609375,8459.349609375,0
2020-03-30 11:40:00+05:30,8458.9501953125,8496.7001953125,8458.849609375,8477.25,8477.25,0
2020-03-30 11:45:00+05:30,8477.7998046875,8508.7998046875,8477.7998046875,8503.0,8503.0,0
2020-03-30 11:50:00+05:30,8503.650390625,8505.7998046875,8488.4501953125,8489.25,8489.25,0
2020-03-30 11:55:00+05:30,8487.650390625,8487.650390625,8448.150390625,8461.599609375,8461.599609375,0
2020-03-30 12:00:00+05:30,8462.2998046875,8465.349609375,8428.5,8428.900390625,8428.900390625,0
2020-03-30 12:05:00+05:30,8427.900390625,8435.7998046875,8421.650390625,8425.5498046875,8425.5498046875,0
2020-03-30 12:10:00+05:30,8425.5498046875,8440.0498046875,8417.7001953125,8434.900390625,8434.900390625,0
2020-03-30 12:15:00+05:30,8435.349609375,8456.9501953125,8426.650390625,8450.75,8450.75,0
2020-03-30 12:20:00+05:30,8451.650390625,8467.4501953125,8440.7001953125,8448.599609375,8448.599609375,0
2020-03-30 12:25:00+05:30,8448.7001953125,8452.75,8434.099609375,8442.75,8442.75,0
2020-03-30 12:30:00+05:30,8443.25,8446.400390625,8425.650390625,8434.150390625,8434.150390625,0
2020-03-30 12:35:00+05:30,8434.2998046875,8434.2998046875,8420.349609375,8426.849609375,8426.849609375,0
2020-03-30 12:40:00+05:30,8426.900390625,8439.349609375,8409.650390625,8419.75,8419.75,0
2020-03-30 12:45:00+05:30,8420.650390625,8420.75,8400.2001953125,8400.2001953125,8400.2001953125,0
2020-03-30 12:50:00+05:30,8399.7998046875,8431.25,8398.849609375,8425.4501953125,8425.4501953125,0
2020-03-30 12:55:00+05:30,8424.2001953125,8428.5498046875,8407.2001953125,8424.2998046875,8424.2998046875,0
2020-03-30 13:00:00+05:30,8424.900390625,8425.150390625,8389.400390625,8392.900390625,8392.900390625,0
2020-03-30 13:05:00+05:30,8391.849609375,8398.650390625,8369.400390625,8378.0,8378.0,0
2020-03-30 13:10:00+05:30,8378.349609375,8392.2001953125,8373.7998046875,8391.9501953125,8391.9501953125,0
2020-03-30 13:15:00+05:30,8391.7998046875,8408.4501953125,8389.7001953125,8399.400390625,8399.400390625,0
2020-03-30 13:20:00+05:30,8398.2998046875,8402.25,8381.5,8395.25,8395.25,0
2020-03-30 13:25:00+05:30,8393.099609375,8394.599609375,8371.150390625,8381.4501953125,8381.4501953125,0
2020-03-30 13:30:00+05:30,8381.400390625,8408.900390625,8380.599609375,8408.900390625,8408.900390625,0
2020-03-30 13:35:00+05:30,8408.2001953125,8424.75,8398.400390625,8414.9501953125,8414.9501953125,0
2020-03-30 13:40:00+05:30,8414.75,8424.900390625,8407.9501953125,8412.150390625,8412.150390625,0
2020-03-30 13:45:00+05:30,8412.599609375,8413.400390625,8393.849609375,8400.5,8400.5,0
2020-03-30 13:50:00+05:30,8400.099609375,8400.4501953125,8356.150390625,8360.5498046875,8360.5498046875,0
2020-03-30 13:55:00+05:30,8360.849609375,8374.650390625,8357.9501953125,8364.4501953125,8364.4501953125,0
2020-03-30 14:00:00+05:30,8364.4501953125,8389.75,8351.0,8387.0,8387.0,0
2020-03-30 14:05:00+05:30,8386.599609375,8406.400390625,8363.349609375,8374.0,8374.0,0
2020-03-30 14:10:00+05:30,8374.400390625,8402.5,8373.25,8400.0,8400.0,0
2020-03-30 14:15:00+05:30,8398.849609375,8401.5498046875,8380.0498046875,8390.2998046875,8390.2998046875,0
2020-03-30 14:20:00+05:30,8390.650390625,8391.7001953125,8365.900390625,8376.75,8376.75,0
2020-03-30 14:25:00+05:30,8377.0498046875,8383.4501953125,8368.099609375,8375.7001953125,8375.7001953125,0
2020-03-30 14:30:00+05:30,8375.0498046875,8395.7001953125,8352.75,8354.4501953125,8354.4501953125,0
2020-03-30 14:35:00+05:30,8355.099609375,8366.400390625,8340.75,8361.0498046875,8361.0498046875,0
2020-03-30 14:40:00+05:30,8360.849609375,8360.849609375,8319.0498046875,8319.25,8319.25,0
2020-03-30 14:45:00+05:30,8319.5,8321.7998046875,8253.5,8253.5,8253.5,0
2020-03-30 14:50:00+05:30,8252.599609375,8284.0498046875,8249.9501953125,8274.75,8274.75,0
2020-03-30 14:55:00+05:30,8274.5498046875,8284.7001953125,8254.9501953125,8280.599609375,8280.599609375,0
2020-03-30 15:00:00+05:30,8280.9501953125,8280.9501953125,8244.4501953125,8263.0498046875,8263.0498046875,0
2020-03-30 15:05:00+05:30,8263.0498046875,8308.2998046875,8251.650390625,8296.9501953125,8296.9501953125,0
2020-03-30 15:10:00+05:30,8297.0498046875,8305.4501953125,8280.150390625,8304.599609375,8304.599609375,0
2020-03-30 15:15:00+05:30,8305.599609375,8308.2001953125,8268.0498046875,8273.0498046875,8273.0498046875,0
2020-03-30 15:20:00+05:30,8272.4501953125,8287.349609375,8259.75,8282.0,8282.0,0
2020-03-30 15:25:00+05:30,8282.9501953125,8294.2001953125,8280.5,8291.7001953125,8291.7001953125,0
2020-03-31 09:15:00+05:30,8529.349609375,8529.349609375,8419.0,8447.650390625,8447.650390625,0
2020-03-31 09:20:00+05:30,8446.7001953125,8455.4501953125,8418.650390625,8440.25,8440.25,0
2020-03-31 09:25:00+05:30,8440.0,8440.0,8369.9501953125,8382.0,8382.0,0
2020-03-31 09:30:00+05:30,8385.5498046875,8394.849609375,8358.75,8363.650390625,8363.650390625,0
2020-03-31 09:35:00+05:30,8363.400390625,8396.099609375,8362.650390625,8388.5,8388.5,0
2020-03-31 09:40:00+05:30,8388.5498046875,8439.599609375,8387.650390625,8436.349609375,8436.349609375,0
2020-03-31 09:45:00+05:30,8437.0,8460.400390625,8436.849609375,8439.7001953125,8439.7001953125,0
2020-03-31 09:50:00+05:30,8438.0498046875,8464.5498046875,8418.2001953125,8464.5498046875,8464.5498046875,0
2020-03-31 09:55:00+05:30,8465.25,8476.7998046875,8432.2998046875,8445.0,8445.0,0
2020-03-31 10:00:00+05:30,8446.0498046875,8446.349609375,8405.5498046875,8430.349609375,8430.349609375,0
2020-03-31 10:05:00+05:30,8429.9501953125,8437.5,8419.5498046875,8422.849609375,8422.849609375,0
2020-03-31 10:10:00+05:30,8422.75,8434.5498046875,8410.5,8426.650390625,8426.650390625,0
2020-03-31 10:15:00+05:30,8426.900390625,8466.099609375,8426.900390625,8464.5,8464.5,0
2020-03-31 10:20:00+05:30,8464.75,8489.150390625,8443.599609375,8478.2998046875,8478.2998046875,0
2020-03-31 10:25:00+05:30,8478.5498046875,8489.099609375,8468.0498046875,8472.650390625,8472.650390625,0
2020-03-31 10:30:00+05:30,8473.0,8508.25,8473.0,8498.7998046875,8498.7998046875,0
2020-03-31 10:35:00+05:30,8499.849609375,8510.9501953125,8492.4501953125,8506.0,8506.0,0
2020-03-31 10:40:00+05:30,8506.2001953125,8512.75,8477.9501953125,8485.650390625,8485.650390625,0
2020-03-31 10:45:00+05:30,8486.25,8491.400390625,8455.5,8469.25,8469.25,0
2020-03-31 10:50:00+05:30,8467.150390625,8483.849609375,8467.150390625,8472.7998046875,8472.7998046875,0
2020-03-31 10:55:00+05:30,8469.849609375,8486.900390625,8462.0498046875,8483.150390625,8483.150390625,0
2020-03-31 11:00:00+05:30,8481.9501953125,8483.9501953125,8457.849609375,8468.9501953125,8468.9501953125,0
2020-03-31 11:05:00+05:30,8469.599609375,8473.150390625,8439.349609375,8442.4501953125,8442.4501953125,0
2020-03-31 11:10:00+05:30,8442.4501953125,8459.349609375,8432.4501953125,8455.7001953125,8455.7001953125,0
2020-03-31 11:15:00+05:30,8454.5,8483.75,8453.2001953125,8470.5498046875,8470.5498046875,0
2020-03-31 11:20:00+05:30,8469.2001953125,8493.2998046875,8469.2001953125,8478.400390625,8478.400390625,0
2020-03-31 11:25:00+05:30,8478.849609375,8505.5,8478.849609375,8503.0,8503.0,0
2020-03-31 11:30:00+05:30,8502.650390625,8506.2001953125,8489.599609375,8491.2998046875,8491.2998046875,0
2020-03-31 11:35:00+05:30,8490.7998046875,8501.099609375,8488.599609375,8498.900390625,8498.900390625,0
2020-03-31 11:40:00+05:30,8500.0498046875,8536.7998046875,8498.4501953125,8528.75,8528.75,0
2020-03-31 11:45:00+05:30,8528.0,8547.150390625,8519.9501953125,8539.5498046875,8539.5498046875,0
2020-03-31 11:50:00+05:30,8539.650390625,8544.9501953125,8523.2001953125,8539.5498046875,8539.5498046875,0
2020-03-31 11:55:00+05:30,8539.349609375,8550.2998046875,8532.2998046875,8547.650390625,8547.650390625,0
