Symbol,Name,IPOYear,Sector,industry,primaryExchange,secType,currency,exchange,priceIncrement
TGC,"Tengasco, Inc.",,Energy,Oil & Gas Production,AMEX,STK,USD,,
GLU,The Gabelli Global Utility and Income Trust,2004,n/a,n/a,AMEX,STK,USD,,
GGO,The Gabelli Go Anywhere Trust,2016,n/a,n/a,AMEX,STK,USD,,
TMP,Tompkins Financial Corporation,,Finance,Major Banks,AMEX,STK,USD,,
TAT,Transatlantic Petroleum Ltd,,Energy,Oil & Gas Production,AMEX,STK,USD,,
TRXC,"TransEnterix, Inc.",,Health Care,Medical/Dental Instruments,AMEX,STK,USD,,
TMQ,Trilogy Metals Inc.,,Basic Industries,Precious Metals,AMEX,STK,USD,,
TPHS,Trinity Place Holdings Inc.,,Consumer Services,Building operators,AMEX,STK,USD,,
TRT,Trio-Tech International,,Technology,Industrial Machinery/Components,AMEX,STK,USD,,
UFAB,"Unique Fabricating, Inc.",2015,Capital Goods,Auto Parts:O.E.M.,AMEX,STK,USD,,
UAMY,United States Antimony Corporation,,Capital Goods,Metal Fabrications,AMEX,STK,USD,,
UUU,"Universal Security Instruments, Inc.",,Consumer Non-Durables,Electronic Components,AMEX,STK,USD,,
UQM,UQM Technologies Inc.,,Capital Goods,Industrial Machinery/Components,AMEX,STK,USD,,
URG,Ur Energy Inc,,Basic Industries,Precious Metals,AMEX,STK,USD,,
UEC,Uranium Energy Corp.,,Basic Industries,Precious Metals,AMEX,STK,USD,,
VII,"Vicon Industries, Inc.",,Consumer Durables,Telecommunications Equipment,AMEX,STK,USD,,
VHC,VirnetX Holding Corp,,Miscellaneous,Multi-Sector Companies,AMEX,STK,USD,,
VGZ,Vista Gold Corporation,,Basic Industries,Precious Metals,AMEX,STK,USD,,
VNRX,VolitionRX Limited,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,AMEX,STK,USD,,
VISI,"Volt Information Sciences, Inc.",,Technology,Professional Services,AMEX,STK,USD,,
EAD,Wells Fargo Income Opportunities Fund,2003,n/a,n/a,AMEX,STK,USD,,
ERC,Wells Fargo Multi-Sector Income Fund,2003,n/a,n/a,AMEX,STK,USD,,
ERH,Wells Fargo Utilities and High Income Fund,2004,n/a,n/a,AMEX,STK,USD,,
WRN,Western Copper and Gold Corporation,2011,Basic Industries,Precious Metals,AMEX,STK,USD,,
WYY,WidePoint Corporation,,Technology,EDP Services,AMEX,STK,USD,,
WTT,"Wireless Telecom Group,  Inc.",,Capital Goods,Electrical Products,AMEX,STK,USD,,
XTNT,"Xtant Medical Holdings, Inc.",,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),AMEX,STK,USD,,
YUMA,"Yuma Energy, Inc.",,Energy,Oil & Gas Production,AMEX,STK,USD,,
ZDGE,"Zedge, Inc.",2016,Technology,Computer Software: Prepackaged Software,AMEX,STK,USD,,
ZOM,Zomedica Pharmaceuticals Corp.,2017,Health Care,Major Pharmaceuticals,AMEX,STK,USD,,
PIH,"1347 Property Insurance Holdings, Inc.",2014,Finance,Property-Casualty Insurers,ISLAND,STK,USD,,
PIHPP,"1347 Property Insurance Holdings, Inc.",,Finance,Property-Casualty Insurers,ISLAND,STK,USD,,
TURN,180 Degree Capital Corp.,,Finance,Finance/Investors Services,ISLAND,STK,USD,,
FLWS,"1-800 FLOWERS.COM, Inc.",1999,Consumer Services,Other Specialty Stores,ISLAND,STK,USD,,
FCCY,1st Constitution Bancorp (NJ),,Finance,Savings Institutions,ISLAND,STK,USD,,
SRCE,1st Source Corporation,,Finance,Major Banks,ISLAND,STK,USD,,
VNET,"21Vianet Group, Inc.",2011,Technology,"Computer Software: Programming, Data Processing",ISLAND,STK,USD,,
TWOU,"2U, Inc.",2014,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
JOBS,"51job, Inc.",2004,Technology,Diversified Commercial Services,ISLAND,STK,USD,,
EGHT,8x8 Inc,,Public Utilities,Telecommunications Equipment,ISLAND,STK,USD,,
AVHI,"A V Homes, Inc.",,Capital Goods,Homebuilding,ISLAND,STK,USD,,
SHLM,"A. Schulman, Inc.",1972,Basic Industries,Major Chemicals,ISLAND,STK,USD,,
AAON,"AAON, Inc.",,Capital Goods,Industrial Machinery/Components,ISLAND,STK,USD,,
ABAX,"ABAXIS, Inc.",1992,Capital Goods,Industrial Machinery/Components,ISLAND,STK,USD,,
ABEO,Abeona Therapeutics Inc.,,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ABEOW,Abeona Therapeutics Inc.,,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ABIL,Ability Inc.,2014,Consumer Durables,Telecommunications Equipment,ISLAND,STK,USD,,
ABMD,"ABIOMED, Inc.",,Health Care,Medical/Dental Instruments,ISLAND,STK,USD,,
AXAS,Abraxas Petroleum Corporation,,Energy,Oil & Gas Production,ISLAND,STK,USD,,
ACIU,AC Immune SA,2016,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ACIA,"Acacia Communications, Inc.",2016,Technology,Semiconductors,ISLAND,STK,USD,,
ACTG,Acacia Research Corporation,,Miscellaneous,Multi-Sector Companies,ISLAND,STK,USD,,
ACHC,"Acadia Healthcare Company, Inc.",,Health Care,Medical Specialities,ISLAND,STK,USD,,
ACAD,ACADIA Pharmaceuticals Inc.,2004,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ACST,"Acasti Pharma, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
AXDX,"Accelerate Diagnostics, Inc.",,Capital Goods,Biotechnology: Laboratory Analytical Instruments,ISLAND,STK,USD,,
XLRN,Acceleron Pharma Inc.,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
ANCX,Access National Corporation,,Finance,Savings Institutions,ISLAND,STK,USD,,
ARAY,Accuray Incorporated,2007,Health Care,Medical/Dental Instruments,ISLAND,STK,USD,,
ACRX,"AcelRx Pharmaceuticals, Inc.",2011,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ACER,Acer Therapeutics Inc.,,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ACET,Aceto Corporation,,Health Care,Other Pharmaceuticals,ISLAND,STK,USD,,
AKAO,"Achaogen, Inc.",2014,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ACHV,"Achieve Life Sciences, Inc. ",,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,ISLAND,STK,USD,,
ACHN,"Achillion Pharmaceuticals, Inc.",2006,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ACIW,"ACI Worldwide, Inc.",,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
ACRS,"Aclaris Therapeutics, Inc.",2015,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ACMR,"ACM Research, Inc.",2017,Technology,Industrial Machinery/Components,ISLAND,STK,USD,,
ACNB,ACNB Corporation,,Finance,Major Banks,ISLAND,STK,USD,,
ACOR,"Acorda Therapeutics, Inc.",2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
ATVI,"Activision Blizzard, Inc",,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
ACXM,Acxiom Corporation,,Technology,EDP Services,ISLAND,STK,USD,,
ADMS,"Adamas Pharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ADMP,Adamis Pharmaceuticals Corporation,,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ADAP,Adaptimmune Therapeutics plc,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
ADUS,Addus HomeCare Corporation,2009,Health Care,Medical/Nursing Services,ISLAND,STK,USD,,
AEY,"ADDvantage Technologies Group, Inc.",,Consumer Services,Office Equipment/Supplies/Services,ISLAND,STK,USD,,
IOTS,Adesto Technologies Corporation,2015,Technology,Semiconductors,ISLAND,STK,USD,,
ADMA,ADMA Biologics Inc,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
ADBE,Adobe Systems Incorporated,1986,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
ADOM,"ADOMANI, Inc.",2017,Capital Goods,Auto Parts:O.E.M.,ISLAND,STK,USD,,
ADTN,"ADTRAN, Inc.",1994,Public Utilities,Telecommunications Equipment,ISLAND,STK,USD,,
ADRO,"Aduro Biotech, Inc.",2015,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ADES,"Advanced Emissions Solutions, Inc.",,Basic Industries,Major Chemicals,ISLAND,STK,USD,,
AEIS,"Advanced Energy Industries, Inc.",1995,Capital Goods,Industrial Machinery/Components,ISLAND,STK,USD,,
AMD,"Advanced Micro Devices, Inc.",,Technology,Semiconductors,ISLAND,STK,USD,,
ADXS,"Advaxis, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ADXSW,"Advaxis, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ADVM,"Adverum Biotechnologies, Inc.",2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
ACT,AdvisorShares Vice ETF,,n/a,n/a,ISLAND,STK,USD,,
AEGN,Aegion Corp,,Basic Industries,Water Supply,ISLAND,STK,USD,,
AGLE,"Aeglea BioTherapeutics, Inc.",2016,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
AEHR,Aehr Test Systems,1997,Capital Goods,Electrical Products,ISLAND,STK,USD,,
AMTX,"Aemetis, Inc",,Basic Industries,Major Chemicals,ISLAND,STK,USD,,
AERI,"Aerie Pharmaceuticals, Inc.",2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
AVAV,"AeroVironment, Inc.",2007,Capital Goods,Aerospace,ISLAND,STK,USD,,
AEZS,AEterna Zentaris Inc.,,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
AEMD,"Aethlon Medical, Inc.",,Capital Goods,Biotechnology: Laboratory Analytical Instruments,ISLAND,STK,USD,,
GNMX,"Aevi Genomic Medicine, Inc.",,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
AFMD,Affimed N.V.,2014,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
AGEN,Agenus Inc.,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
AGRX,"Agile Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
AGYS,"Agilysys, Inc.",,Technology,EDP Services,ISLAND,STK,USD,,
AGIO,"Agios Pharmaceuticals, Inc.",2013,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
AGMH,AGM Group Holdings Inc.,2018,Technology,EDP Services,ISLAND,STK,USD,,
AGNC,AGNC Investment Corp.,2008,Consumer Services,Real Estate Investment Trusts,ISLAND,STK,USD,,
AGNCB,AGNC Investment Corp.,,Consumer Services,Real Estate Investment Trusts,ISLAND,STK,USD,,
AGNCN,AGNC Investment Corp.,,Consumer Services,Real Estate Investment Trusts,ISLAND,STK,USD,,
AGFS,"AgroFresh Solutions, Inc.",2014,Finance,Business Services,ISLAND,STK,USD,,
AGFSW,"AgroFresh Solutions, Inc.",2014,Finance,Business Services,ISLAND,STK,USD,,
ALRN,"Aileron Therapeutics, Inc.",2017,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
AIMT,"Aimmune Therapeutics, Inc.",2015,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
AIRT,"Air T, Inc.",,Transportation,Air Freight/Delivery Services,ISLAND,STK,USD,,
ATSG,"Air Transport Services Group, Inc",,Transportation,Air Freight/Delivery Services,ISLAND,STK,USD,,
AIRG,"Airgain, Inc.",2016,Technology,Radio And Television Broadcasting And Communications Equipment,ISLAND,STK,USD,,
AMCN,AirMedia Group Inc,2007,Technology,Advertising,ISLAND,STK,USD,,
AKAM,"Akamai Technologies, Inc.",1999,Miscellaneous,Business Services,ISLAND,STK,USD,,
AKTX,Akari Therapeutics Plc,,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
AKCA,"Akcea Therapeutics, Inc.",2017,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
AKBA,"Akebia Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
AKER,Akers Biosciences Inc,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,ISLAND,STK,USD,,
AKRX,"Akorn, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
AKTS,"Akoustis Technologies, Inc.",,Public Utilities,Telecommunications Equipment,ISLAND,STK,USD,,
ALRM,"Alarm.com Holdings, Inc.",2015,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
ALSK,"Alaska Communications Systems Group, Inc.",1999,Public Utilities,Telecommunications Equipment,ISLAND,STK,USD,,
ALBO,"Albireo Pharma, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ABDC,Alcentra Capital Corp.,,n/a,n/a,ISLAND,STK,USD,,
ALDR,"Alder BioPharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ALDX,"Aldeyra Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ALXN,"Alexion Pharmaceuticals, Inc.",1996,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ALCO,"Alico, Inc.",,Consumer Non-Durables,Farming/Seeds/Milling,ISLAND,STK,USD,,
ALGN,"Align Technology, Inc.",2001,Health Care,Industrial Specialties,ISLAND,STK,USD,,
ALIM,"Alimera Sciences, Inc.",2010,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ALJJ,"ALJ Regional Holdings, Inc.",,Miscellaneous,Business Services,ISLAND,STK,USD,,
ALKS,Alkermes plc,1991,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ABTX,"Allegiance Bancshares, Inc.",2015,Finance,Major Banks,ISLAND,STK,USD,,
ALGT,Allegiant Travel Company,2006,Transportation,Air Freight/Delivery Services,ISLAND,STK,USD,,
ALNA,"Allena Pharmaceuticals, Inc.",2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
AMMA,"Alliance MMA, Inc.",2016,Consumer Services,Services-Misc. Amusement & Recreation,ISLAND,STK,USD,,
ARLP,"Alliance Resource Partners, L.P.",1999,Energy,Coal Mining,ISLAND,STK,USD,,
AHPI,"Allied Healthcare Products, Inc.",1992,Health Care,Industrial Specialties,ISLAND,STK,USD,,
AMOT,"Allied Motion Technologies, Inc.",,Capital Goods,Electrical Products,ISLAND,STK,USD,,
ALQA,"Alliqua BioMedical, Inc.",,Health Care,Medical/Dental Instruments,ISLAND,STK,USD,,
ALLT,Allot Communications Ltd.,2006,Technology,Computer Communications Equipment,ISLAND,STK,USD,,
MDRX,"Allscripts Healthcare Solutions, Inc.",,Technology,EDP Services,ISLAND,STK,USD,,
ALNY,"Alnylam Pharmaceuticals, Inc.",2004,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
AOSL,Alpha and Omega Semiconductor Limited,2010,Technology,Semiconductors,ISLAND,STK,USD,,
GOOG,Alphabet Inc.,2004,Technology,"Computer Software: Programming, Data Processing",ISLAND,STK,USD,,
GOOGL,Alphabet Inc.,,Technology,"Computer Software: Programming, Data Processing",ISLAND,STK,USD,,
SMCP,AlphaMark Actively Managed Small Cap ETF,,n/a,n/a,ISLAND,STK,USD,,
ATEC,"Alphatec Holdings, Inc.",2006,Health Care,Medical/Dental Instruments,ISLAND,STK,USD,,
ALPN,"Alpine Immune Sciences, Inc.",2015,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,,n/a,n/a,ISLAND,STK,USD,,
AMR,"Alta Mesa Resources, Inc.",2017,Finance,Business Services,ISLAND,STK,USD,,
AMRWW,"Alta Mesa Resources, Inc.",2017,Finance,Business Services,ISLAND,STK,USD,,
AABA,Altaba Inc.,,Technology,EDP Services,ISLAND,STK,USD,,
ALTR,Altair Engineering Inc.,2017,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
ALT,"Altimmune, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ASPS,Altisource Portfolio Solutions S.A.,,Consumer Services,Other Consumer Services,ISLAND,STK,USD,,
AIMC,Altra Industrial Motion Corp.,2006,Capital Goods,Industrial Machinery/Components,ISLAND,STK,USD,,
AMAG,"AMAG Pharmaceuticals, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
AMRN,Amarin Corporation plc,,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
AMRK,"A-Mark Precious Metals, Inc.",,Basic Industries,Other Specialty Stores,ISLAND,STK,USD,,
AMZN,"Amazon.com, Inc.",1997,Consumer Services,Catalog/Specialty Distribution,ISLAND,STK,USD,,
AMBC,"Ambac Financial Group, Inc.",,Finance,Property-Casualty Insurers,ISLAND,STK,USD,,
AMBCW,"Ambac Financial Group, Inc.",,Finance,Property-Casualty Insurers,ISLAND,STK,USD,,
AMBA,"Ambarella, Inc.",2012,Technology,Semiconductors,ISLAND,STK,USD,,
AMCX,AMC Networks Inc.,,Consumer Services,Television Services,ISLAND,STK,USD,,
DOX,Amdocs Limited,,Technology,EDP Services,ISLAND,STK,USD,,
AMDA,Amedica Corporation,2014,Health Care,Medical/Dental Instruments,ISLAND,STK,USD,,
AMED,Amedisys Inc,,Health Care,Medical/Nursing Services,ISLAND,STK,USD,,
UHAL,Amerco,,Consumer Services,Rental/Leasing Companies,ISLAND,STK,USD,,
AMRH,"Ameri Holdings, Inc.",,Technology,Semiconductors,ISLAND,STK,USD,,
AMRHW,"Ameri Holdings, Inc.",,Technology,Semiconductors,ISLAND,STK,USD,,
ATAX,"America First Multifamily Investors, L.P.",,Finance,Finance: Consumer Services,ISLAND,STK,USD,,
AMOV,"America Movil, S.A.B. de C.V.",,Public Utilities,Telecommunications Equipment,ISLAND,STK,USD,,
AAL,"American Airlines Group, Inc.",,Transportation,Air Freight/Delivery Services,ISLAND,STK,USD,,
ACSF,"American Capital Senior Floating, Ltd.",2014,n/a,n/a,ISLAND,STK,USD,,
AETI,"American Electric Technologies, Inc.",,Energy,Industrial Machinery/Components,ISLAND,STK,USD,,
AMNB,"American National Bankshares, Inc.",,Finance,Major Banks,ISLAND,STK,USD,,
ANAT,American National Insurance Company,,Finance,Life Insurance,ISLAND,STK,USD,,
AOBC,American Outdoor Brands Corporation,,Capital Goods,Ordnance And Accessories,ISLAND,STK,USD,,
APEI,"American Public Education, Inc.",2007,Consumer Services,Other Consumer Services,ISLAND,STK,USD,,
ARII,"American Railcar Industries, Inc.",2006,Capital Goods,Railroads,ISLAND,STK,USD,,
AMRB,American River Bankshares,,Finance,Major Banks,ISLAND,STK,USD,,
AMSWA,"American Software, Inc.",,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
AMSC,American Superconductor Corporation,1991,Consumer Durables,Metal Fabrications,ISLAND,STK,USD,,
AMWD,American Woodmark Corporation,1986,Basic Industries,Forest Products,ISLAND,STK,USD,,
CRMT,"America&#39;s Car-Mart, Inc.",,Consumer Durables,Automotive Aftermarket,ISLAND,STK,USD,,
ABCB,Ameris Bancorp,1994,Finance,Major Banks,ISLAND,STK,USD,,
AMSF,"AMERISAFE, Inc.",2005,Finance,Property-Casualty Insurers,ISLAND,STK,USD,,
ASRV,AmeriServ Financial Inc.,,Finance,Major Banks,ISLAND,STK,USD,,
ASRVP,AmeriServ Financial Inc.,,Finance,Major Banks,ISLAND,STK,USD,,
ATLO,Ames National Corporation,,Finance,Major Banks,ISLAND,STK,USD,,
AMGN,Amgen Inc.,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
FOLD,"Amicus Therapeutics, Inc.",2007,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
AMKR,"Amkor Technology, Inc.",1998,Technology,Semiconductors,ISLAND,STK,USD,,
AMPH,"Amphastar Pharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
IBUY,Amplify Online Retail ETF,,n/a,n/a,ISLAND,STK,USD,,
ASYS,"Amtech Systems, Inc.",,Technology,Industrial Machinery/Components,ISLAND,STK,USD,,
AFSI,"AmTrust Financial Services, Inc.",,Finance,Property-Casualty Insurers,ISLAND,STK,USD,,
AMRS,"Amyris, Inc.",2010,Basic Industries,Major Chemicals,ISLAND,STK,USD,,
ADI,"Analog Devices, Inc.",,Technology,Semiconductors,ISLAND,STK,USD,,
ANAB,"AnaptysBio, Inc.",2017,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
AVXL,Anavex Life Sciences Corp.,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,ISLAND,STK,USD,,
ANCB,Anchor Bancorp,2011,Finance,Banks,ISLAND,STK,USD,,
ANGI,ANGI Homeservices Inc.,,Consumer Services,Advertising,ISLAND,STK,USD,,
ANGO,"AngioDynamics, Inc.",2004,Health Care,Medical/Dental Instruments,ISLAND,STK,USD,,
ANIP,"ANI Pharmaceuticals, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ANIK,Anika Therapeutics Inc.,,Health Care,Medical/Dental Instruments,ISLAND,STK,USD,,
ANSS,"ANSYS, Inc.",1996,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
ATRS,"Antares Pharma, Inc.",,Health Care,Medical/Dental Instruments,ISLAND,STK,USD,,
ANTH,"Anthera Pharmaceuticals, Inc.",2010,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
APLS,"Apellis Pharmaceuticals, Inc.",2017,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
APOG,"Apogee Enterprises, Inc.",,Capital Goods,Auto Parts:O.E.M.,ISLAND,STK,USD,,
APEN,"Apollo Endosurgery, Inc.",,Health Care,Medical/Dental Instruments,ISLAND,STK,USD,,
AINV,Apollo Investment Corporation,2004,n/a,n/a,ISLAND,STK,USD,,
AMEH,"Apollo Medical Holdings, Inc.",,Consumer Services,Professional Services,ISLAND,STK,USD,,
APPF,"AppFolio, Inc.",2015,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
APPN,Appian Corporation,2017,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
AAPL,Apple Inc.,1980,Technology,Computer Manufacturing,ISLAND,STK,USD,,
ARCI,"Appliance Recycling Centers of America, Inc.",,Consumer Services,Home Furnishings,ISLAND,STK,USD,,
APDN,Applied DNA Sciences Inc,,Consumer Services,Other Consumer Services,ISLAND,STK,USD,,
APDNW,Applied DNA Sciences Inc,,Consumer Services,Other Consumer Services,ISLAND,STK,USD,,
AGTC,Applied Genetic Technologies Corporation,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
AMAT,"Applied Materials, Inc.",1972,Technology,Semiconductors,ISLAND,STK,USD,,
AAOI,"Applied Optoelectronics, Inc.",2013,Technology,Semiconductors,ISLAND,STK,USD,,
AREX,Approach Resources Inc.,2007,Energy,Oil & Gas Production,ISLAND,STK,USD,,
APTI,"Apptio, Inc.",2016,Technology,Computer Software: Prepackaged Software,ISLAND,STK,USD,,
APRI,"Apricus Biosciences, Inc.",,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
APVO,Aptevo Therapeutics Inc.,,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
APTX,Aptinyx Inc.,2018,n/a,n/a,ISLAND,STK,USD,,
APTO,"Aptose Biosciences, Inc.",,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),ISLAND,STK,USD,,
AQMS,"Aqua Metals, Inc.",2015,Basic Industries,Metal Fabrications,ISLAND,STK,USD,,
AQB,"AquaBounty Technologies, Inc.",,n/a,n/a,ISLAND,STK,USD,,
AQXP,"Aquinox Pharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ARDM,Aradigm Corporation,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,ISLAND,STK,USD,,
ARLZ,Aralez Pharmaceuticals Inc.,,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
PETX,"Aratana Therapeutics, Inc.",2013,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ABUS,Arbutus Biopharma Corporation,,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
ARCW,"ARC Group Worldwide, Inc.",,Capital Goods,Metal Fabrications,ISLAND,STK,USD,,
ABIO,"ARCA biopharma, Inc.",,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,ISLAND,STK,USD,,
RKDA,"Arcadia Biosciences, Inc.",2015,Basic Industries,Agricultural Chemicals,ISLAND,STK,USD,,
ARCB,ArcBest Corporation,,Transportation,Trucking Freight/Courier Services,ISLAND,STK,USD,,
ACGL,Arch Capital Group Ltd.,,Finance,Property-Casualty Insurers,ISLAND,STK,USD,,
ACGLO,Arch Capital Group Ltd.,,Finance,Property-Casualty Insurers,ISLAND,STK,USD,,
ACGLP,Arch Capital Group Ltd.,,Finance,Property-Casualty Insurers,ISLAND,STK,USD,,
FUV,"Arcimoto, Inc.",2017,Consumer Non-Durables,Motor Vehicles,ISLAND,STK,USD,,
ARCT,Arcturus Therapeutics Ltd.,2013,n/a,n/a,ISLAND,STK,USD,,
ARDX,"Ardelyx, Inc.",2014,Health Care,Major Pharmaceuticals,ISLAND,STK,USD,,
