Date,Amazon,Apple,Walmart,Micron,Bank of America,Coca-Cola,Boeing,American Express
2010-01-28,6.139917850494385,126.02999877929688,31.81452751159668,48.37540817260742,13.451269149780273,17.873994827270508,9.399999618530273,40.161441802978516
2010-01-29,5.917169570922852,125.41000366210938,32.01001739501953,46.859806060791016,13.284992218017578,17.897085189819336,8.720000267028809,40.78740310668945
2010-02-01,5.999429702758789,118.87000274658203,32.477508544921875,47.71040344238281,13.495031356811523,17.939979553222656,9.170000076293945,40.825584411621094
2010-02-02,6.034243106842041,118.12000274658203,33.165992736816406,47.89598083496094,13.65256404876709,18.1610050201416,9.350000381469727,40.833221435546875
2010-02-03,6.138070106506348,119.0999984741211,32.579505920410156,47.849266052246094,13.59129810333252,18.10162925720215,9.020000457763672,41.42864990234375
2010-02-04,5.916860580444336,115.94000244140625,31.899520874023438,46.18318176269531,12.908669471740723,17.626575469970703,8.609999656677246,40.43625259399414
2010-02-05,6.021920204162598,117.38999938964844,32.1715202331543,45.4669303894043,13.127462387084961,17.514406204223633,8.699999809265137,40.80268859863281
2010-02-08,5.9806365966796875,116.83000183105469,31.270553588867188,45.06986618041992,12.672372817993164,17.369243621826172,8.90999984741211,40.40571594238281
2010-02-09,6.044411659240723,118.02999877929688,31.90802764892578,46.510169982910156,12.663623809814453,17.817909240722656,9.079999923706055,40.649993896484375
2010-02-10,6.011444091796875,117.36000061035156,32.08651351928711,46.35447311401367,12.838656425476074,17.74533462524414,8.539999961853027,40.64236831665039
2010-02-11,6.120816230773926,120.08999633789062,32.545494079589844,47.17192840576172,12.80364990234375,17.887189865112305,8.529999732971191,40.520225524902344
2010-02-12,6.173499584197998,119.66000366210938,32.655982971191406,46.44011306762695,12.646124839782715,17.808019638061523,8.4399995803833,40.3828125
2010-02-16,6.266543865203857,117.52999877929688,33.67597961425781,47.693565368652344,13.267489433288574,18.08513069152832,8.630000114440918,40.886661529541016
2010-02-17,6.2403564453125,116.30999755859375,33.19148635864258,48.12954330444336,13.705070495605469,18.253381729125977,8.729999542236328,41.26834487915039
2010-02-18,6.25206184387207,118.08000183105469,33.276493072509766,48.96258544921875,13.89760684967041,18.444721221923828,8.760000228881836,40.81795883178711
2010-02-19,6.21324348449707,117.5199966430664,33.19999313354492,49.5075798034668,13.89760684967041,18.382041931152344,8.899999618530273,40.833221435546875
2010-02-22,6.174731731414795,118.01000213623047,33.08948516845703,49.80342102050781,14.186406135559082,18.26987648010254,8.9399995803833,41.0927734375
2010-02-23,6.071214199066162,117.23999786376953,32.239501953125,48.869171142578125,13.950115203857422,18.088428497314453,8.609999656677246,40.93244171142578
2010-02-24,6.182126998901367,119.72000122070312,32.64750289916992,49.42192459106445,14.291430473327637,18.197301864624023,9.09000015258789,41.16145706176758
2010-02-25,6.223410129547119,118.19999694824219,32.33302307128906,48.947017669677734,14.483962059020996,17.524301528930664,9.069999694824219,41.33705139160156
2010-02-26,6.304130554199219,118.4000015258789,32.46049880981445,49.172794342041016,14.580240249633789,17.39234161376953,9.0600004196167,41.2759895324707
2010-03-01,6.438766002655029,124.54000091552734,32.409515380859375,49.826778411865234,14.623993873596191,17.57378578186035,9.770000457763672,41.146209716796875
2010-03-02,6.434452533721924,125.52999877929688,32.63048553466797,50.16933059692383,14.405205726623535,17.583683013916016,9.569999694824219,40.9095573425293
2010-03-03,6.449239730834961,125.88999938964844,32.53700637817383,50.17710494995117,14.335145950317383,17.79152488708496,9.449999809265137,40.96299362182617
2010-03-04,6.491754531860352,128.52999877929688,33.05550003051758,51.03350830078125,14.361413955688477,17.969667434692383,9.40999984741211,41.1920051574707
2010-03-05,6.745622158050537,128.91000366210938,34.16895294189453,52.886451721191406,14.62413215637207,18.04553985595703,9.460000038146973,41.32942581176758
2010-03-08,6.7496256828308105,130.11000061035156,33.752464294433594,52.349246978759766,14.659151077270508,17.966367721557617,9.59000015258789,41.33705139160156
2010-03-09,6.871013641357422,128.82000732421875,33.74397659301758,52.7774543762207,14.711697578430176,17.873994827270508,9.40999984741211,41.26834487915039
2010-03-10,6.927087306976318,130.50999450683594,33.760963439941406,54.50582504272461,14.983163833618164,17.880596160888672,9.869999885559082,41.17084503173828
2010-03-11,6.947421550750732,133.5800018310547,34.09246063232422,54.552520751953125,14.991913795471191,17.974491119384766,9.800000190734863,41.431854248046875
2010-03-12,6.981310844421387,131.82000732421875,34.644935607910156,54.365684509277344,14.755477905273438,17.890653610229492,9.970000267028809,41.37813186645508
2010-03-15,6.896276473999023,131.1300048828125,34.59394073486328,54.030914306640625,14.755477905273438,17.991260528564453,9.729999542236328,42.54500198364258
2010-03-16,6.915071487426758,131.7899932861328,34.78092956542969,53.50151443481445,14.913104057312012,18.00802230834961,10.210000038146973,42.982582092285156
2010-03-17,6.904904365539551,131.33999633789062,34.85743713378906,54.01532745361328,15.123270988464355,18.054973602294922,10.399999618530273,42.9288330078125
2010-03-18,6.921233654022217,132.75999450683594,34.84892654418945,55.175357818603516,14.956884384155273,18.091856002807617,10.15999984741211,42.944190979003906
2010-03-19,6.847290515899658,130.35000610351562,34.279457092285156,55.058589935302734,14.729211807250977,18.360137939453125,9.949999809265137,42.483585357666016
2010-03-22,6.924314498901367,130.47000122070312,34.91693878173828,55.98505401611328,14.851805686950684,18.289714813232422,10.329999923706055,42.69853210449219
2010-03-23,7.035534381866455,129.25999450683594,35.05292510986328,56.19526672363281,15.000673294067383,18.544574737548828,10.539999961853027,42.90581130981445
2010-03-24,7.066651821136475,128.0399932861328,34.85743713378906,56.30424118041992,15.385982513427734,18.316537857055664,10.430000305175781,42.66783142089844
2010-03-25,6.982851505279541,134.72999572753906,35.20591735839844,56.43660354614258,15.534854888916016,18.376909255981445,10.380000114440918,42.69086456298828
2010-03-26,7.113790512084961,135.05999755859375,34.95094299316406,56.514469146728516,15.674960136413574,18.32660675048828,10.489999771118164,42.614078521728516
2010-03-29,7.159695148468018,135.1199951171875,35.25692367553711,57.697853088378906,15.797558784484863,18.366844177246094,10.630000114440918,42.79066848754883
2010-03-30,7.266295433044434,136.5800018310547,35.248390197753906,57.246299743652344,15.55236530303955,18.40038299560547,10.789999961853027,42.921180725097656
2010-03-31,7.240106105804443,135.77000427246094,35.222774505615234,56.53002166748047,15.631180763244629,18.443973541259766,10.369999885559082,42.68317794799805
2010-04-01,7.26999044418335,131.80999755859375,35.598388671875,56.82588577270508,15.797558784484863,18.544574737548828,10.170000076293945,42.5987434387207
2010-04-05,7.347627639770508,131.49000549316406,36.426475524902344,56.08625793457031,15.876375198364258,18.39702606201172,10.600000381469727,42.5987434387207
2010-04-06,7.379978179931641,135.55999755859375,36.81062698364258,56.33540344238281,16.19162940979004,18.205881118774414,10.229999542236328,42.62943649291992
2010-04-07,7.412639141082764,134.8699951171875,36.170372009277344,56.13296890258789,16.30546760559082,18.048263549804688,10.5600004196167,42.43752670288086
2010-04-08,7.392611026763916,140.9600067138672,37.297210693359375,56.27311325073242,16.331727981567383,18.028148651123047,10.579999923706055,42.51428985595703
2010-04-09,7.449298858642578,140.05999755859375,37.45941162109375,56.38210678100586,16.27919578552246,18.306480407714844,10.729999542236328,42.27631378173828
2010-04-12,7.46470308303833,141.1999969482422,38.02285385131836,55.99283218383789,16.34048843383789,18.36349105834961,10.819999694824219,42.2379264831543
2010-04-13,7.4690165519714355,140.16000366210938,38.40700149536133,55.42450714111328,16.34925079345703,18.450685501098633,10.760000228881836,42.007625579833984
2010-04-14,7.56945276260376,144.27999877929688,39.661903381347656,55.82154083251953,16.988510131835938,18.427204132080078,11.300000190734863,41.946197509765625
2010-04-15,7.66896915435791,145.82000732421875,39.8411750793457,56.125186920166016,17.05855941772461,18.195816040039062,11.180000305175781,41.55469512939453
2010-04-16,7.622136116027832,142.1699981689453,38.50090408325195,55.11307907104492,16.12156105041504,18.43391227722168,10.920000076293945,41.539337158203125
2010-04-19,7.611969947814941,142.42999267578125,39.0643424987793,55.24542999267578,16.10405158996582,18.551284790039062,10.789999961853027,41.75428771972656
2010-04-20,7.535561561584473,144.1999969482422,39.43994140625,55.595767974853516,16.29670524597168,18.266233444213867,10.75,41.85409164428711
2010-04-21,7.986295700073242,146.42999267578125,39.26068115234375,57.73677062988281,16.00772476196289,18.172340393066406,10.739999771118164,41.81570816040039
2010-04-22,8.209663391113281,150.08999633789062,39.926544189453125,58.850067138671875,16.23540687561035,18.212587356567383,10.930000305175781,41.8310546875
2010-04-23,8.34399127960205,143.6300048828125,41.01927185058594,58.49197006225586,16.139080047607422,18.068387985229492,11.0,41.86176300048828
2010-04-26,8.303016662597656,147.11000061035156,40.24240493774414,57.87689971923828,15.806316375732422,18.01807975769043,10.970000267028809,41.485599517822266
2010-04-27,8.07318115234375,142.02000427246094,39.089942932128906,56.42881393432617,15.298415184020996,17.72968864440918,10.34000015258789,41.485599517822266
2010-04-28,8.05962085723877,139.35000610351562,39.33750534057617,56.34318923950195,15.569887161254883,17.89400863647461,10.239999771118164,41.155487060546875
2010-04-29,8.276516914367676,141.72999572753906,40.63509750366211,57.448707580566406,16.02524185180664,18.021440505981445,10.210000038146973,41.224586486816406
2010-04-30,8.043911933898926,137.10000610351562,39.371646881103516,56.389892578125,15.613656044006348,17.924196243286133,9.350000381469727,41.17852020263672
2010-05-03,8.205967903137207,137.49000549316406,40.29362869262695,57.91581726074219,15.815070152282715,18.028148651123047,9.890000343322754,41.25529479980469
2010-05-04,7.969661235809326,129.8300018310547,39.14970016479492,56.6701545715332,15.37722110748291,17.833648681640625,9.520000457763672,41.470237731933594
2010-05-05,7.886785984039307,130.92999267578125,37.928932189941406,55.59736251831055,15.350957870483398,17.994613647460938,9.260000228881836,42.0460205078125
2010-05-06,7.586706638336182,128.7100067138672,36.281333923339844,53.22469711303711,14.25633716583252,17.53854751586914,8.75,40.86377716064453
2010-05-07,7.266602039337158,124.9800033569336,34.65935134887695,52.24588394165039,14.168763160705566,17.66261863708496,8.569999694824219,40.22659683227539
2010-05-10,7.825166702270508,131.2899932861328,36.7850227355957,55.59736251831055,15.149543762207031,18.122041702270508,9.09000015258789,40.36477279663086
2010-05-11,7.903114318847656,130.4600067138672,36.989898681640625,55.92627716064453,15.026946067810059,17.97783851623535,8.819999694824219,40.27265548706055
2010-05-12,8.074719429016113,133.8699951171875,37.64722442626953,57.06169509887695,14.948132514953613,18.11532974243164,9.329999923706055,40.52205276489258
2010-05-13,7.959802150726318,131.47000122070312,36.54597473144531,56.1925048828125,14.772994041442871,17.937604904174805,9.140000343322754,40.46029281616211
2010-05-14,7.819931983947754,128.52999877929688,34.6934928894043,54.67335891723633,14.308876037597656,17.887306213378906,8.9399995803833,40.24408721923828
2010-05-17,7.832254409790039,128.91000366210938,35.18862533569336,54.563724517822266,14.317631721496582,17.91077423095703,9.170000076293945,40.7150993347168
2010-05-18,7.77495002746582,126.27999877929688,34.01055145263672,53.0289306640625,13.967350006103516,17.806819915771484,9.079999923706055,41.471797943115234
2010-05-19,7.651098728179932,124.58999633789062,34.29226303100586,51.846500396728516,14.282604217529297,17.813526153564453,8.960000038146973,40.95446014404297
2010-05-20,7.325138092041016,119.70999908447266,32.969078063964844,49.33287811279297,13.398153305053711,17.283681869506836,8.739999771118164,39.610923767089844
2010-05-21,7.465626239776611,122.72000122070312,33.99348068237305,50.55445098876953,14.002381324768066,17.300443649291992,8.930000305175781,39.66497039794922
2010-05-24,7.6024169921875,122.12000274658203,33.32761001586914,49.45033645629883,13.48572063446045,17.256851196289062,8.789999961853027,39.3792839050293
2010-05-25,7.554972171783447,124.86000061035156,33.293453216552734,49.16060256958008,13.564532279968262,16.97515869140625,8.800000190734863,38.82334899902344
2010-05-26,7.520773410797119,123.20999908447266,32.58491134643555,49.53647994995117,13.547019004821777,16.794076919555664,8.6899995803833,38.62257766723633
2010-05-27,7.805451393127441,126.69999694824219,34.42885971069336,51.00079345703125,14.168763160705566,17.17972183227539,9.4399995803833,39.14765167236328
2010-05-28,7.914206504821777,125.45999908447266,34.03617477416992,50.25688552856445,13.783455848693848,17.236730575561523,9.09000015258789,39.03954315185547
2010-06-01,8.03590202331543,123.23999786376953,33.455657958984375,49.29372787475586,13.520747184753418,17.199844360351562,8.65999984741211,39.31751251220703
2010-06-02,8.1320219039917,126.30999755859375,34.975215911865234,50.382171630859375,13.923828125,17.575429916381836,9.180000305175781,39.93523406982422
2010-06-03,8.106456756591797,128.75999450683594,34.60812759399414,50.35869598388672,13.853729248046875,17.68944549560547,9.239999771118164,39.93523406982422
2010-06-04,7.885864734649658,122.7699966430664,32.78978729248047,47.884212493896484,13.450643539428711,17.193138122558594,8.859999656677246,38.9160041809082
2010-06-07,7.731203556060791,122.01000213623047,32.19221115112305,47.069828033447266,12.994989395141602,17.0355281829834,8.380000114440918,39.17853927612305
2010-06-08,7.681595325469971,118.83999633789062,32.80686569213867,47.78242111206055,13.433122634887695,17.290382385253906,8.539999961853027,39.209415435791016
2010-06-09,7.492739200592041,117.91000366210938,32.53368377685547,48.32272720336914,13.152718544006348,17.2199649810791,8.529999732971191,39.371559143066406
2010-06-10,7.717952251434326,123.20999908447266,34.17274475097656,50.029815673828125,13.547037124633789,17.588848114013672,8.770000457763672,39.54915237426758
2010-06-11,7.810380935668945,123.02999877929688,34.25810623168945,51.19655990600586,13.669713973999023,17.61612892150879,8.930000305175781,39.27118682861328
2010-06-14,7.834102630615234,123.83000183105469,34.0532341003418,50.758060455322266,13.503225326538086,17.568378448486328,8.90999984741211,39.56460189819336
2010-06-15,8.000781059265137,126.83999633789062,35.50448989868164,52.84099578857422,13.844966888427734,17.79689598083496,9.680000305175781,39.87345504760742
2010-06-16,8.233697891235352,126.9000015258789,36.14474105834961,52.488624572753906,13.906304359436035,17.87192726135254,9.90999984741211,39.363834381103516
2010-06-17,8.376029968261719,125.88999938964844,35.905731201171875,52.66873550415039,13.862491607666016,17.858287811279297,9.920000076293945,39.69586944580078
2010-06-18,8.443811416625977,125.83000183105469,35.88010787963867,53.21687698364258,13.862491607666016,17.84123420715332,10.0,39.803977966308594
2010-06-21,8.32365894317627,122.55000305175781,36.3667106628418,53.22469711303711,13.836200714111328,17.899215698242188,9.920000076293945,39.39472198486328
2010-06-22,8.437031745910645,122.30999755859375,35.80328369140625,51.90132141113281,13.652188301086426,17.892391204833984,9.640000343322754,39.132205963134766
2010-06-23,8.348304748535156,121.44999694824219,35.9996337890625,52.8175048828125,13.520747184753418,17.817359924316406,9.819999694824219,39.232582092285156
2010-06-24,8.287611961364746,118.33000183105469,35.05204391479492,52.801849365234375,13.161478996276855,17.66729164123535,9.619999885559082,38.63030242919922
2010-06-25,8.216747283935547,121.0,36.426475524902344,53.85114288330078,13.511985778808594,17.14204216003418,9.460000038146973,37.68056869506836
2010-06-28,8.266047477722168,117.80000305175781,35.94839859008789,52.70004653930664,13.35425853729248,17.42171859741211,10.020000457763672,38.27513122558594
2010-06-29,7.892331600189209,108.61000061035156,34.22398376464844,49.364200592041016,12.767158508300781,17.165922164916992,8.670000076293945,37.757789611816406
2010-06-30,7.7493767738342285,109.26000213623047,34.04389572143555,49.137107849121094,12.591906547546387,17.09429359436035,8.489999771118164,37.11691665649414
2010-07-01,7.6554107666015625,110.95999908447266,33.85523986816406,48.75341033935547,12.2852144241333,17.0635986328125,8.380000114440918,37.325382232666016
2010-07-02,7.60796594619751,109.13999938964844,33.80377197265625,48.5028190612793,12.127488136291504,17.070417404174805,8.220000267028809,37.0628547668457
2010-07-06,7.660031795501709,110.05999755859375,33.62370681762695,48.04866409301758,12.320271492004395,17.20002555847168,8.350000381469727,37.50297546386719
2010-07-07,7.969353199005127,113.43000030517578,35.28731155395508,49.567787170410156,12.889839172363281,17.55474090576172,8.890000343322754,37.773231506347656
2010-07-08,7.951481342315674,116.22000122070312,36.11911392211914,50.68757629394531,13.021275520324707,17.878751754760742,8.6899995803833,37.97399139404297
2010-07-09,7.998620510101318,117.26000213623047,36.51357650756836,50.632755279541016,13.24034309387207,17.87192726135254,8.569999694824219,38.167015075683594
2010-07-12,7.926835060119629,119.51000213623047,36.727962493896484,50.382171630859375,13.327970504760742,17.88899040222168,8.550000190734863,38.69981002807617
2010-07-13,7.757696628570557,123.6500015258789,37.877044677734375,50.452659606933594,13.731053352355957,17.981069564819336,8.729999542236328,39.02409744262695
2010-07-14,7.786348342895508,123.30000305175781,37.4739990234375,50.70323944091797,13.731053352355957,18.015180587768555,8.75,38.87738800048828
2010-07-15,7.746913433074951,122.05999755859375,37.24246597290039,50.405670166015625,13.485698699951172,18.025409698486328,8.65999984741211,38.92372512817383
2010-07-16,7.699158668518066,118.48999786376953,35.48454666137695,48.47151565551758,12.250165939331055,17.861696243286133,8.270000457763672,38.35232925415039
2010-07-19,7.566065311431885,119.94000244140625,35.65605545043945,49.47382354736328,11.925947189331055,17.827587127685547,8.430000305175781,38.236515045166016
2010-07-20,7.76046895980835,120.0999984741211,36.06766128540039,50.021968841552734,12.06615161895752,18.158432006835938,8.449999809265137,39.28664016723633
2010-07-21,7.83287239074707,117.43000030517578,35.28731155395508,49.47382354736328,11.706881523132324,18.444921493530273,8.170000076293945,38.87738800048828
2010-07-22,7.980138301849365,120.06999969482422,37.03667068481445,52.151885986328125,11.969766616821289,18.506315231323242,8.539999961853027,39.27118682861328
2010-07-23,8.00848388671875,118.87000274658203,38.408714294433594,53.19337844848633,12.039864540100098,18.673439025878906,8.479999542236328,39.89662170410156
2010-07-26,7.988145351409912,118.4000015258789,38.95752716064453,53.91379165649414,12.39913272857666,18.738237380981445,8.510000228881836,39.479671478271484
2010-07-27,8.136029243469238,117.12999725341797,38.20289611816406,53.73369216918945,12.434181213378906,18.775760650634766,8.430000305175781,39.34840774536133
2010-07-28,8.039904594421387,117.12999725341797,38.22863006591797,52.7157096862793,12.258928298950195,18.717775344848633,8.239999771118164,39.479671478271484
2010-07-29,7.952102184295654,116.86000061035156,38.21147155761719,52.637386322021484,12.293978691101074,18.755292892456055,7.78000020980835,39.42561340332031
2010-07-30,7.925605773925781,117.88999938964844,38.280094146728516,53.35781478881836,12.302742958068848,18.79622459411621,7.28000020980835,39.5259895324707
2010-08-02,8.067325592041016,120.06999969482422,38.58021926879883,54.57155990600586,12.653244972229004,19.23961067199707,7.650000095367432,39.69586944580078
2010-08-03,8.069788932800293,122.41999816894531,38.245784759521484,54.4541015625,12.565624237060547,19.2293758392334,7.46999979019165,39.60320281982422
2010-08-04,8.102140426635742,127.58000183105469,37.825584411621094,54.556514739990234,12.434181213378906,19.287355422973633,7.639999866485596,39.84257125854492
2010-08-05,8.06270694732666,127.83000183105469,37.06241226196289,54.1310920715332,12.2852144241333,19.22596549987793,7.699999809265137,39.85801315307617
2010-08-06,8.013101577758789,128.32000732421875,37.30249786376953,54.12321472167969,12.232640266418457,19.355575561523438,7.579999923706055,39.989280700683594
2010-08-09,8.064244270324707,128.8300018310547,37.51688003540039,54.35167694091797,12.188828468322754,19.478355407714844,7.539999961853027,40.1977653503418
2010-08-10,7.992152214050293,130.0,37.808441162109375,54.06019592285156,11.943475723266602,19.434011459350586,7.269999980926514,40.32130813598633
2010-08-11,7.708093643188477,125.88999938964844,36.83943176269531,51.68098068237305,11.557917594909668,19.113418579101562,7.150000095367432,39.62466049194336
2010-08-12,7.757389545440674,126.55999755859375,36.14484786987305,50.9719352722168,11.444000244140625,18.99404525756836,7.369999885559082,39.16643142700195
2010-08-13,7.674511909484863,124.69000244140625,35.7846794128418,51.082237243652344,11.592965126037598,19.007680892944336,7.28000020980835,39.14311981201172
2010-08-16,7.629533767700195,126.06999969482422,35.62174606323242,50.73558807373047,11.557917594909668,19.058839797973633,7.179999828338623,39.1508903503418
2010-08-17,7.762935161590576,128.86000061035156,35.79323196411133,51.988224029541016,11.575444221496582,19.140695571899414,7.309999942779541,39.62466049194336
2010-08-18,7.7968220710754395,129.64999389648438,35.7503776550293,51.9961051940918,11.671832084655762,19.045202255249023,7.449999809265137,39.500389099121094
2010-08-19,7.698543548583984,127.56999969482422,35.12437438964844,50.90890884399414,11.408955574035645,18.854204177856445,7.179999828338623,38.879051208496094
2010-08-20,7.691150188446045,127.76000213623047,34.95287322998047,50.89314270019531,11.277512550354004,18.86102294921875,7.119999885559082,39.003326416015625
2010-08-23,7.572840690612793,126.5999984741211,34.4726448059082,49.868988037109375,11.277512550354004,18.963340759277344,7.380000114440918,39.71784973144531
2010-08-24,7.391994476318359,124.52999877929688,33.93242263793945,48.001853942871094,11.075973510742188,18.98380470275879,7.059999942779541,39.842098236083984
2010-08-25,7.483189105987549,126.8499984741211,34.12964630126953,47.867923736572266,11.093497276306152,18.891721725463867,7.099999904632568,40.03628158569336
2010-08-26,7.40277624130249,124.86000061035156,34.06961441040039,48.309104919433594,10.927011489868164,18.813276290893555,6.78000020980835,39.5858039855957
2010-08-27,7.444060325622559,126.63999938964844,35.08149719238281,49.75868606567383,11.075973510742188,19.154346466064453,6.829999923706055,39.6091194152832
2010-08-30,7.471172332763672,123.79000091552734,34.206809997558594,48.923606872558594,10.79556941986084,18.946298599243164,6.539999961853027,39.25962829589844
2010-08-31,7.489661693572998,124.83000183105469,34.18967819213867,48.15941619873047,10.91824722290039,19.058839797973633,6.460000038146973,38.941192626953125
2010-09-01,7.712407112121582,132.49000549316406,35.218711853027344,49.073280334472656,11.58474063873291,19.54656982421875,6.730000019073486,39.76444625854492
2010-09-02,7.769096374511719,135.2100067138672,35.0557746887207,49.93989562988281,11.64612865447998,19.57044792175293,6.829999923706055,40.199378967285156
2010-09-03,7.972433567047119,138.7899932861328,35.8447151184082,50.92467498779297,11.839059829711914,19.6318416595459,7.050000190734863,40.41682052612305
2010-09-07,7.9428606033325195,137.22000122070312,34.378334045410156,49.96353530883789,11.58474063873291,19.655712127685547,6.75,40.277034759521484
2010-09-08,8.10029125213623,139.13999938964844,34.361183166503906,50.81438064575195,11.725057601928711,19.723926544189453,6.599999904632568,40.253746032714844
2010-09-09,8.104912757873535,140.3800048828125,34.892852783203125,49.97929000854492,11.839059829711914,19.880823135375977,6.800000190734863,40.31586456298828
2010-09-10,8.115388870239258,142.44000244140625,34.46407699584961,50.29441452026367,11.88291072845459,19.95926284790039,6.510000228881836,40.362457275390625
2010-09-13,8.22722339630127,145.07000732421875,35.34733200073242,50.57014846801758,12.233695030212402,20.094310760498047,7.050000190734863,40.548858642578125
2010-09-14,8.258651733398438,145.75,34.627010345458984,49.44356155395508,11.996912956237793,19.94194221496582,7.269999980926514,40.89836120605469
2010-09-15,8.325194358825684,145.4499969482422,35.030059814453125,49.41993713378906,12.023223876953125,19.883079528808594,6.940000057220459,41.05368423461914
2010-09-16,8.520831108093262,148.1300048828125,35.12437438964844,49.3017692565918,11.88291072845459,19.91425132751465,7.099999904632568,41.27891159057617
2010-09-17,8.483863830566406,148.32000732421875,35.475955963134766,49.59324645996094,11.751364707946777,19.93155860900879,6.760000228881836,41.17017364501953
2010-09-20,8.726019859313965,151.3000030517578,36.976646423339844,50.199886322021484,12.04953384399414,20.073535919189453,6.940000057220459,41.581809997558594
2010-09-21,8.742657661437988,150.72999572753906,36.685081481933594,50.60166549682617,11.970605850219727,20.122011184692383,6.880000114440918,41.60511016845703
2010-09-22,8.865277290344238,151.8300018310547,36.69365692138672,50.3416862487793,11.768904685974121,20.16356086730957,6.71999979019165,41.79926300048828
2010-09-23,8.901325225830078,152.85000610351562,36.324913024902344,49.35691833496094,11.549660682678223,20.038908004760742,6.670000076293945,41.66724395751953
2010-09-24,9.006072998046875,160.72999572753906,36.98522186279297,50.89314270019531,11.926758766174316,20.29861068725586,7.199999809265137,42.001190185546875
2010-09-27,8.97033405303955,159.3699951171875,37.25103759765625,50.33380889892578,11.611050605773926,20.291683197021484,7.03000020980835,41.53520965576172
2010-09-28,8.837858200073242,159.6999969482422,37.465423583984375,50.83012771606445,11.637357711791992,20.464818954467773,7.150000095367432,41.79926300048828
2010-09-29,8.8535737991333,158.99000549316406,36.88230514526367,51.972476959228516,11.497044563293457,20.34708595275879,7.289999961853027,41.434234619140625
2010-09-30,8.742045402526855,157.05999755859375,36.04193115234375,52.42151641845703,11.488273620605469,20.263986587524414,7.210000038146973,41.56626892089844
2010-10-01,8.704145431518555,153.7100067138672,35.827552795410156,52.650001525878906,11.663668632507324,20.471750259399414,7.289999961853027,41.4420051574707
2010-10-04,8.584609031677246,155.38999938964844,33.48649978637695,52.25607681274414,11.532121658325195,20.388643264770508,6.989999771118164,41.60511016845703
2010-10-05,8.901942253112793,160.8699951171875,32.82619857788086,54.04444122314453,11.891679763793945,20.65873908996582,6.929999828338623,41.939048767089844
2010-10-06,8.909643173217773,155.39999389648438,32.75727081298828,54.0286865234375,11.742591857910156,20.707216262817383,6.949999809265137,42.373992919921875
2010-10-07,8.910567283630371,156.27000427246094,32.584964752197266,53.934146881103516,11.672438621520996,20.582555770874023,7.110000133514404,42.21865463256836
2010-10-08,9.059988021850586,155.5500030517578,32.73143005371094,54.54075622558594,11.558430671691895,20.572166442871094,7.590000152587891,42.25749588012695
2010-10-11,9.099733352661133,153.02999877929688,32.68834686279297,55.13951110839844,11.532121658325195,20.624109268188477,7.670000076293945,42.41282653808594
