Date,High,Low,Open,Close,Volume,Adj Close
10-08-2010,442.5,430.7000122,442.5,432.25,1545194,328.7472229
11-08-2010,436.5,427.3999939,431,429.0750122,4020248,326.3325195
12-08-2010,428.4500122,423.1000061,428.4500122,426.7250061,2278092,324.5452576
13-08-2010,431.4500122,419,428.5,427.2000122,2589906,324.9064636
16-08-2010,431.2749939,424.3999939,428.5,427.0499878,1319098,324.7923584
17-08-2010,430.5,422,425.0499878,425.1000061,1733196,323.3092957
18-08-2010,437.8999939,425,426.5,435.5499878,2888916,331.257019
19-08-2010,440.4500122,433.6499939,437,436.0249939,2148534,331.6184082
20-08-2010,439.9500122,431.5,434.5,434.4750061,1746396,330.4394226
23-08-2010,437.7250061,428.5249939,430,435.2000122,1049830,330.9908142
24-08-2010,440.9500122,432.5,435,435.3500061,2650474,331.1049805
25-08-2010,440.75,433.1499939,436,435.6000061,2379968,331.295105
26-08-2010,439.5,430.125,437,438.25,4204428,333.3105774
27-08-2010,436.5,425.5,436.0499878,428.0249939,1276514,325.5338745
30-08-2010,431.3999939,420.0499878,431.3999939,422.8250122,1558570,321.5791626
31-08-2010,423.8500061,415.1000061,420,421.875,2447874,320.8565979
01-09-2010,430.5,420,421,429.2000122,2745484,326.4275513
02-09-2010,433.75,420.75,433.75,422.0499878,2758800,320.9896545
03-09-2010,425.75,417.5499878,425,418.6499939,2777970,318.4037476
06-09-2010,428.75,419,419,427.6749878,2287978,325.2677612
07-09-2010,437.4500122,428,429,435.6749878,2484236,331.3521423
08-09-2010,441.4500122,429.4500122,432,439.5249939,4189478,334.2801819
09-09-2010,441.25,435.6749878,441,437.3500061,2938158,332.6260681
13-09-2010,444.5,435.3500061,435.6749878,439.875,2349410,334.5464172
14-09-2010,449.5,440.1499939,441.5,447.6749878,3071038,340.4787598
15-09-2010,459.7000122,449.5,450,457.3999939,5560394,347.8750305
16-09-2010,456.7250061,432.25,454,447.7000122,2334264,340.4976807
17-09-2010,459.375,450.0499878,450.0499878,456.8999939,3007978,347.4947205
20-09-2010,460.9500122,453.3500061,458.5,456.125,2419108,346.905304
21-09-2010,479,455.1499939,456,476.9750061,4997184,362.7628479
22-09-2010,480,465,478,467.625,4031066,355.6515808
23-09-2010,472.6499939,463.8999939,470,465.6749878,3327236,354.1686096
24-09-2010,468.9500122,462.5,466.5499878,465.9750061,2738784,354.396637
27-09-2010,470.7250061,461,467.5,463.7999878,3423290,352.7424927
28-09-2010,465.1499939,457.0499878,462.625,459.8250122,2521714,349.7193298
29-09-2010,468.625,457.4500122,462.5,460.1749878,3370194,349.9855042
30-09-2010,465,457.5750122,462.5,463.4750061,7560924,352.4954224
01-10-2010,483,461,463.5,480.7999878,3326156,365.671875
04-10-2010,487.5,476.5,483.375,477.8999939,2140956,363.4662781
05-10-2010,482.9750061,473.0750122,475,475.125,2211664,361.3557739
06-10-2010,483.9500122,475,475,479.8250122,1838960,364.9303284
07-10-2010,483,469.2000122,480,474.3999939,1972940,360.8043213
08-10-2010,477.3500061,434.5,472.0249939,471.2999878,2695996,358.4465942
11-10-2010,476.9750061,464.5249939,471.2999878,470.4500122,3065370,357.8002319
12-10-2010,477.8999939,469.5499878,471.3250122,475.3500061,2608902,361.5267639
13-10-2010,498.8500061,474.5499878,477.9750061,496.4249878,5350604,377.555542
14-10-2010,502,491.1749878,498.4500122,493.0249939,2949086,374.969574
15-10-2010,505.5,472.5,499.5,475.1499939,5717798,361.3747559
18-10-2010,492,465,485,490.625,4480734,373.1442261
19-10-2010,493.7000122,482.0499878,491,483.875,2200912,368.0105896
20-10-2010,490.25,478.1000061,482.25,481.625,2206638,366.2992859
21-10-2010,496.9249878,485,487.0249939,493.1000061,3752354,375.0266113
22-10-2010,524.7000122,511,511,520.0999756,9610404,395.5613708
25-10-2010,536.4749756,518.5999756,521.5,533.4749756,5156316,405.7338257
26-10-2010,533.875,520.7750244,531.75,531.2999878,3507024,404.0797119
27-10-2010,533.4000244,521.7750244,530,524.0999756,2141382,398.6035461
28-10-2010,533.7750244,520,525,526.4500122,5255690,400.3910217
29-10-2010,530,515.5,530,526.4500122,2212398,400.3910217
01-11-2010,533.2000122,524.5499878,526.0250244,526.7000122,1147948,402.1086731
02-11-2010,530,521.8499756,527.5,524.7249756,1565778,400.6008911
03-11-2010,539.5,524.2000122,525.4500122,526.4000244,2217878,401.8797302
04-11-2010,539.2999878,530.75,531,534.5750122,1717440,408.1209412
08-11-2010,541.2000122,531.0499878,540,534.0750122,2248586,407.7390747
09-11-2010,549.3499756,534.25,536.9500122,545.5499878,3504086,416.4997864
10-11-2010,554,543.0499878,546.125,546.1500244,1540224,416.9578552
11-11-2010,545,529.125,545,532.375,1926096,406.4411926
12-11-2010,534.9500122,524.0999756,530,527.9500122,1802330,403.0629883
15-11-2010,539.9249878,526.5,532.5,533,1389396,406.918396
16-11-2010,533.2000122,521.0999756,533,524.4500122,2178076,400.3909607
18-11-2010,536,520,536,521.4000244,2765160,398.062439
19-11-2010,524.5,503,522.4500122,507.7000122,2172652,387.6032104
22-11-2010,521.5,505.75,508,519.5499878,2221236,396.6500244
23-11-2010,522.5,506.2000122,517,515.0250244,1684448,393.1954346
24-11-2010,517.25,499.4750061,512.5,502.375,3008608,383.5378113
25-11-2010,520.9500122,503.5499878,505.0249939,510.8999939,5855006,390.0461731
26-11-2010,527,512.5,512.5,523.625,3617826,399.7611084
29-11-2010,539.25,525.125,527.5,535.6500244,4518892,408.9416504
30-11-2010,543.0250244,526.5499878,530.25,538,4808408,410.7357178
01-12-2010,546.5999756,532,532,540.9500122,3776032,412.987793
02-12-2010,549.5999756,537.5250244,545.5,547.9000244,4095716,418.2938843
03-12-2010,556.5,545.5750122,546.5250244,548.6749878,2030112,418.8855591
06-12-2010,555,547.6500244,550,550.8499756,1930954,420.54599
07-12-2010,550,541.0499878,550,543.75,2158324,415.1255493
08-12-2010,546.4749756,535.625,545.4749756,539.5750122,1984132,411.9381104
09-12-2010,548.6500244,534.0499878,541.8499756,536.2999878,2579902,409.4377441
10-12-2010,541.9249878,528.5,533.5,537.4500122,2245624,410.3157654
13-12-2010,540.3499756,524.2000122,535.5,538.0499878,2115066,410.7738647
14-12-2010,544.7999878,532.0750122,536.5999756,540.4749756,2615340,412.6252136
15-12-2010,554.2000122,540.75,542.5499878,551.8250122,2572034,421.2904358
16-12-2010,572,552.0750122,554.5,570.3499756,4515704,435.433136
20-12-2010,588.5,557.4249878,567.4000244,583.3499756,4514046,445.3580322
21-12-2010,586.125,577,584.5,580.4000244,2810642,443.1059265
22-12-2010,584.5,568.875,583.5,574.875,3186836,438.8878784
23-12-2010,579.7750244,566.0499878,575,570,2850924,435.1661377
24-12-2010,574.4000244,562.875,567,570.5499878,1624640,435.5859375
27-12-2010,579.7249756,569.0999756,572.5,570.5999756,1664936,435.6240234
28-12-2010,575.4500122,570.0250244,570.5999756,573.1749878,1012876,437.5900269
29-12-2010,581,573.5250244,574.5,578.4749756,1042370,441.6361389
30-12-2010,587.4000244,576.25,576.25,585.0999756,3845552,446.6940002
31-12-2010,590,580.9000244,586.25,582.8250122,1532980,444.9572754
03-01-2011,588.4749756,577.2750244,583.5,579.0250244,1405042,442.0561218
04-01-2011,583.0750122,569.0499878,581.9500122,572.375,2502868,436.979248
05-01-2011,582.9500122,570.875,572.625,579.4749756,3069674,442.3997192
06-01-2011,591,576.5499878,584,585.8499756,2846720,447.2669067
07-01-2011,593.4249878,569.0750122,588,571.3250122,2532724,436.1774902
10-01-2011,574.5,560.5,573.75,565.4500122,3952426,431.6923523
11-01-2011,567.7750244,543.9000244,561.5,549.25,3768730,419.3244019
12-01-2011,575.7999878,554,554.9500122,567.9749756,3160874,433.6200256
13-01-2011,577.9749756,558.0999756,564.4749756,562.125,5589198,429.1538391
14-01-2011,575,560,564.9500122,560.0750122,3151692,427.5887451
17-01-2011,573.2750244,560,560.5999756,568.7000122,3000212,434.173584
18-01-2011,604.4500122,582.1749878,587,601.2750244,8481370,459.0429382
19-01-2011,604.5,592.5,601.7249756,596.5,2952040,455.397583
20-01-2011,609.375,590,590,606.0999756,4545208,462.7264404
21-01-2011,610,602,605,605.8250122,2597404,462.5166626
24-01-2011,610,599.125,600,604.5999756,2016678,461.5812683
25-01-2011,609.6500244,590,607.4000244,594.2750244,2467094,453.698761
27-01-2011,604.9749756,590.7999878,593.7750244,599.7000122,4714118,459.3864136
28-01-2011,601.7999878,582.625,597.5,590.6749878,3014578,452.4730835
31-01-2011,584.5,564.2750244,584.5,579.75,5940816,444.1043091
01-02-2011,582.5,566.5,582.5,575.0750122,4212708,440.5231628
02-02-2011,599.4500122,581.1749878,585,591.2249756,3937618,452.8944397
03-02-2011,597.8499756,585.3250122,592.3499756,591.8499756,1883412,453.37323
04-02-2011,591.5499878,570.125,588,574.4000244,3457600,440.006012
07-02-2011,586.75,563.25,586.75,565.5750122,2578382,433.2458191
08-02-2011,574.9500122,559.25,566,562.5499878,5288638,430.9285889
09-02-2011,564.7999878,541.8499756,561.25,549.1500244,6012732,420.6637878
10-02-2011,557.25,536,550,545.375,4551822,417.7722168
11-02-2011,552.0999756,527.9500122,542.0499878,544.7999878,2945056,417.3315735
14-02-2011,560,543.5,545.5,556.1500244,2462548,426.0259705
15-02-2011,559.5,538.2750244,559.5,548.8499756,3625426,420.4341431
16-02-2011,554.8499756,540.5,552.5,548.25,2464592,419.9743652
17-02-2011,557.2249756,546.2000122,552.5,554.5999756,1477760,424.838562
18-02-2011,566.2000122,541.0499878,555.125,544.8499756,4076928,417.3699341
21-02-2011,574,529.0999756,545,569.2999878,5657800,436.0992737
22-02-2011,573.8499756,560,561.3250122,569.375,3305400,436.1568298
23-02-2011,572.4749756,561.5499878,564.0750122,562.7750244,1879344,431.1010742
24-02-2011,569.375,545.6500244,559.5,555.9000244,5378830,425.8345337
25-02-2011,558.5,544.125,552.6500244,555.0250244,3070474,425.1643066
28-02-2011,574.125,550,550.5999756,555.125,3229396,425.2408142
01-03-2011,566,548.7999878,556.5,562.25,3167804,430.6987
03-03-2011,577.5,553.5,559.9500122,575.0999756,3452600,440.5422058
04-03-2011,581.6749878,566.25,581.6749878,567.7750244,2061198,434.9311829
07-03-2011,562.5,547.2249756,562,554.125,4184588,424.4749756
08-03-2011,564.4000244,552.5750122,552.5750122,558.8499756,3947902,428.0941772
09-03-2011,569,559.25,561.2750244,563.3499756,2424486,431.5414124
10-03-2011,561,550,561,554.2750244,1871324,424.5898132
11-03-2011,551.2000122,531.6500244,550,538.5250244,5012882,412.5248413
14-03-2011,551,529.2000122,535.5,548.7750244,3248618,420.3765564
15-03-2011,547.7249756,532.8250122,537.5,544.9000244,3411868,417.4083557
16-03-2011,561.7249756,545.5750122,546,557.4249878,2677874,427.0027466
17-03-2011,559.4500122,546.3250122,552.5,549,2056102,420.5489197
18-03-2011,554.5,538.0499878,546.75,541.375,2211348,414.7080078
21-03-2011,545.75,533.25,545.75,535.4000244,2619090,410.1309814
22-03-2011,540,531.5,537.5499878,534.75,2657774,409.6330566
23-03-2011,535.5,528.625,535.5,532.1749878,4352248,407.6604309
24-03-2011,547.7750244,535,535.5,546.7000122,3094834,418.7868958
25-03-2011,564.25,551.875,558.4249878,559.8250122,4146434,428.8411865
28-03-2011,563.3499756,554,561.9249878,559.9500122,2248642,428.9370422
29-03-2011,575.9500122,559.5750122,560,569.3499756,3159588,436.1375427
30-03-2011,582,572.4500122,574,575.9749756,2294770,441.2125244
31-03-2011,599,576,576,591.9500122,7394126,453.4497986
01-04-2011,599.375,586.2750244,592.5,590.0750122,1799624,452.0135193
04-04-2011,608,592,592.5,606.5999756,2311616,464.6720276
05-04-2011,621.9749756,601.875,607.5250244,619.9249878,2891014,474.879425
06-04-2011,623.4749756,607.0750122,619.5,610.9249878,2422352,467.985199
07-04-2011,610,597.5750122,610,599.5999756,2149016,459.3099365
08-04-2011,607,592.375,598.4500122,598,1983768,458.0842896
11-04-2011,597.5,587.6500244,590.0750122,589.2000122,2256232,451.3433533
13-04-2011,610.7000122,587.1500244,587.5,605.0499878,3757530,463.4847107
15-04-2011,609.9500122,590,608.4500122,595.7000122,7566770,456.3223877
18-04-2011,606.25,570.0250244,599,572.2999878,7765454,438.3973083
19-04-2011,584.7000122,570,572.2999878,582.3499756,3120224,446.0959473
20-04-2011,612,589.7750244,589.9000244,609.3499756,5338548,466.778717
21-04-2011,622.9000244,585.4249878,620.5,596.0499878,17333968,456.5904236
25-04-2011,602,586.3250122,598.5,598.9249878,4191552,458.7929077
26-04-2011,601,590.1749878,600,594.5,3155246,455.4031677
27-04-2011,597.4749756,588.0250244,597.4749756,590.2999878,1774478,452.1858521
28-04-2011,591.75,577.7999878,590.0750122,579.3250122,2846194,443.7786865
29-04-2011,586,575.125,586,582.8250122,1866696,446.4598083
02-05-2011,588.75,576.25,585,579.2249756,1543070,443.7020874
03-05-2011,581,565.5,581,569.2249756,2120156,436.0417175
04-05-2011,573,557.5750122,573,568.5250244,2722934,435.5055542
05-05-2011,572.5,554.0499878,572.5,557.5,1885596,427.0600891
06-05-2011,576.75,559.875,560,574.4749756,2405348,440.0634766
09-05-2011,575.9749756,562.25,575,567.7750244,1012232,434.9311829
10-05-2011,579.9749756,564,566.5,569.9500122,1529158,436.59729
11-05-2011,575.8499756,563.0499878,569.5,570.125,1460670,436.7311707
12-05-2011,566.9500122,554.1749878,566.9500122,555.875,2540458,425.8154602
13-05-2011,571.1500244,556,556,563.5499878,2365488,431.6946411
16-05-2011,573.7000122,560,560.5,565.5499878,2227368,433.2266235
17-05-2011,574.5999756,561.0250244,561.0250244,570.8499756,1391414,437.286499
18-05-2011,580.75,571.125,571.125,577.5250244,2225180,442.3999023
19-05-2011,585,578,582.5,582.4249878,2050922,446.1534729
20-05-2011,591.7000122,581.625,586.875,587.5,2050600,450.0411072
23-05-2011,585.25,575,582,583.2750244,2017284,446.8044739
24-05-2011,586.4000244,569.5750122,581.3250122,574.9500122,1681994,440.4273376
25-05-2011,574.9500122,560,574.5499878,564.2999878,1867470,432.2692566
26-05-2011,571.5,560,569.5,567.875,2060218,435.0076599
27-05-2011,574.9500122,568.1500244,574.2750244,572.2750244,1286704,438.3781128
30-05-2011,579.9749756,571.1500244,575.5,575.9749756,1140868,441.2125244
31-05-2011,588.8499756,575.0499878,577.5,578.5750122,2644154,443.2041016
01-06-2011,588.5,578.5,578.5,587.7000122,982386,450.1941223
02-06-2011,586,578.3250122,579.4500122,583.875,1697654,447.2641602
03-06-2011,587.5,575,583,576.0499878,1367808,441.2698975
06-06-2011,584,570,570,582.1749878,1357074,445.9619141
07-06-2011,591.5750122,579,581.5,589.6500244,1837442,451.6879883
08-06-2011,592.5,581.75,585.9500122,590.7000122,2127670,458.7159119
09-06-2011,596.9000244,587.5,587.5,593.1749878,2693966,460.6378479
10-06-2011,598.75,592.5499878,593.2750244,594.5999756,3774550,461.7444458
13-06-2011,595.25,586.2750244,594.5999756,587.6500244,3229400,456.3473206
14-06-2011,597.4500122,589,589,595.5250244,2125782,462.4627991
15-06-2011,602.5,590.625,593,592.125,2812382,459.8224792
16-06-2011,592.9500122,574.125,591.5,575.5750122,2337520,446.9702759
17-06-2011,578.5,552,577.5,554.5999756,3788146,430.6817627
20-06-2011,559.5,529,557.5,534.6500244,5310408,415.1894836
21-06-2011,555.3499756,531.5999756,537.5,553.375,3425946,429.7307129
22-06-2011,558.4500122,540,558,541.75,3570834,420.703064
23-06-2011,550.5,535.0499878,540.9000244,548.5,2428236,425.9448242
24-06-2011,570.375,549.5,550,568.875,4151588,441.7674255
27-06-2011,577.3499756,561,561,575.2999878,3125218,446.7567749
28-06-2011,581,567.8250122,580,577,2133332,448.0767822
29-06-2011,589.4500122,577.3499756,577.3499756,584.9249878,2958704,454.2313232
30-06-2011,596,583.5,584.9000244,592.0999756,5172916,459.8031311
01-07-2011,599,589.8499756,599,595.9500122,1920840,462.7928772
04-07-2011,600,590,596.5,592.8499756,1603734,460.3854675
05-07-2011,595.5,586.7000122,594.9000244,589.7249756,2061136,457.9586792
06-07-2011,596.4500122,585.8499756,589.125,591.4000244,1490178,459.2593994
07-07-2011,600,591.5499878,591.5499878,597.9500122,2602634,464.3458557
08-07-2011,602.5,584.625,598,585.8250122,3412060,454.9301758
11-07-2011,588.9000244,573.2999878,585,578.3250122,1822504,449.105957
12-07-2011,574.4000244,556.0499878,567.8499756,572.6749878,4079404,444.7183228
13-07-2011,584,565.5,575,574.5250244,3952600,446.1548767
14-07-2011,579.2999878,559.5499878,575,561.8499756,6937844,436.3120422
15-07-2011,588.9500122,570.5499878,584,573.0250244,7279700,444.9901428
18-07-2011,576,561.1500244,574,562.5250244,3125208,436.8361206
19-07-2011,574.0750122,560.125,560.7999878,570.0250244,2195292,442.6604614
20-07-2011,575.9000244,562.5,575,566.2249756,2807746,439.7095032
21-07-2011,566.25,560.0250244,566,561.2750244,1850624,435.8655396
22-07-2011,570.6500244,563.25,563.375,566.7000122,2090442,440.0783081
25-07-2011,572,561.5750122,567.5,569.9500122,4740714,442.6021729
26-07-2011,575.9749756,563.625,569.9000244,572.3250122,3968722,444.4465027
27-07-2011,577.3250122,569.0750122,574.4749756,573.5750122,2024290,445.4171143
28-07-2011,572.4500122,560.1500244,570,564.7750244,4093814,440.8893738
29-07-2011,571,560.8250122,566.5,568.5,1719138,443.7973328
01-08-2011,574.9500122,562.5499878,571.2000122,567.625,1982346,443.1143188
02-08-2011,567,561.125,565.25,565.3250122,2025292,441.3188171
03-08-2011,562.8499756,547.6749878,560,555.1749878,3064246,433.3952637
04-08-2011,559.75,545.5499878,555.0250244,547.9249878,3049294,427.7356262
05-08-2011,537,514,536.5750122,528.9749756,5269388,412.9422913
08-08-2011,516.6749878,498.2999878,505.6000061,502.6749878,6549306,392.4112854
09-08-2011,492.6000061,473.8500061,482.5,482.3999939,8159270,376.5837097
10-08-2011,506,486.8999939,499.5,492.0249939,5949080,384.0973511
11-08-2011,491.7000122,481.5,490,489.1749878,2900464,381.8725891
12-08-2011,495.9500122,468.75,495.2749939,473.5750122,4169084,369.694519
16-08-2011,489.1749878,478.0249939,483.5,486.7999878,2983568,380.0185547
17-08-2011,504.7000122,485,487.25,499.9500122,4557892,390.2840881
18-08-2011,504.6499939,479,502.9500122,481.1749878,3619896,375.6274719
19-08-2011,473.4750061,452.5,471.5,464.4750061,5443614,362.5906677
22-08-2011,465,451,464.5,459.0249939,3528922,358.3361816
23-08-2011,494,460.1749878,460.4249878,490.7999878,4874670,383.1411133
24-08-2011,489,477.5,489,481.2999878,3194790,375.7250061
25-08-2011,486.5,469,484.8500061,475.2000122,4445488,370.9630127
26-08-2011,484.75,470,475.5499878,474.2250061,3584910,370.2019958
29-08-2011,512,482.0499878,482.0499878,509.7999878,5590444,397.9734802
30-08-2011,525.1500244,512.0750122,515,521.2000122,5966682,406.8727722
02-09-2011,537.375,506,536.5,511.0499878,4413506,398.9492493
05-09-2011,516.5999756,499.2250061,507.8999939,513.8499756,3789658,401.1349487
06-09-2011,521,502.5,509,516.9500122,4763292,403.5550537
07-09-2011,525,512.5,517.0499878,515.5,4432156,402.4232178
08-09-2011,527.4749756,514.5,516.5,518.0250244,4892662,404.3942871
09-09-2011,525.7999878,505.3250122,520,508.0249939,5062650,396.5877991
12-09-2011,501.9249878,489.3250122,500,492.8500061,3297170,384.7414856
13-09-2011,512,494.375,498.8999939,496.875,3798204,387.8835449
14-09-2011,514.5,496.875,500.5,507.5499878,4745632,396.2168884
15-09-2011,522.9000244,505,514,520.875,3852238,406.6191101
16-09-2011,536.2000122,510.6499939,524,513.875,4656504,401.1546326
19-09-2011,516.25,506.25,510.75,509.0249939,2240234,397.3684998
20-09-2011,532,511.0499878,511.0499878,528.9749756,3487986,412.9422913
21-09-2011,533.9749756,518.4500122,533.9749756,521.75,2740760,407.3020935
22-09-2011,517,493.1000061,511.5,497.2000122,3141570,388.1373901
23-09-2011,507.5,491.125,494,495.1499939,4564232,386.5369263
26-09-2011,504,484.5,498,498.4750061,3388478,389.1325684
27-09-2011,522.5,503,506.8999939,520.2750244,3964578,406.1507568
28-09-2011,532.3499756,518.5,524.25,523.9500122,4425190,409.0195923
29-09-2011,534,517.8499756,521.625,530.7249756,5380350,414.3084717
30-09-2011,532,516.5499878,524.9500122,518.6500244,2691018,404.8820801
03-10-2011,524.9500122,507.6499939,510,521.6500244,3949264,407.2241211
04-10-2011,529.5,514.5499878,519.2000122,522.9749756,4718224,408.2583923
05-10-2011,531.5,520.5,527.25,521.7750244,3415262,407.3217773
07-10-2011,538.9000244,518.75,537.5499878,524.2750244,5085808,409.2731934
10-10-2011,537,524,524,532.3499756,3854814,415.5769958
11-10-2011,539,517.25,537.5,520.4249878,4476374,406.2678528
12-10-2011,544.7000122,531,533,539.5250244,5871662,421.1781006
13-10-2011,552.4749756,540.0499878,548.25,546.375,5408918,426.5256042
14-10-2011,570.375,544.4500122,544.7000122,567.125,6710132,442.7240601
17-10-2011,577,555.6500244,575.75,560.125,4358690,437.259552
18-10-2011,532.125,510.25,531,516.7750244,12006778,403.4185486
19-10-2011,527.2000122,517.5999756,521.5,524.4749756,3827420,409.4294128
20-10-2011,523.5,515.1500244,518,522.4500122,2245412,407.8486023
21-10-2011,530,521.5,527.4500122,524.9249878,2461130,409.7807312
24-10-2011,546.1500244,529.75,530,539.875,3271720,421.451355
25-10-2011,553.5,535.7249756,544.5,549.3250122,4158746,431.2246704
28-10-2011,569.5499878,555.5,564.5,560.75,3259116,440.1933594
31-10-2011,566,556,560,557.9000244,1778740,437.9562683
01-11-2011,561.5,548.125,554,554.2249756,1458210,435.0712891
02-11-2011,560.9249878,550,550.625,553.4249878,1550844,434.4431763
03-11-2011,554.7000122,543.5,548.9000244,552.5,1891268,433.717041
04-11-2011,562.5,543.5999756,560.5,549.9000244,2716008,431.6760864
08-11-2011,557.4000244,548,548,552.625,1692104,433.8152161
09-11-2011,573,553.1500244,555,561.4749756,3921980,440.7626953
11-11-2011,570.5,553.625,555,565.5,3629590,443.9222717
14-11-2011,578,562.25,570,564.2000122,2329150,442.9016724
15-11-2011,569.4749756,560,562.5250244,562.2000122,1468478,441.3317566
16-11-2011,566.4000244,552.5999756,563,558.625,1871602,438.5252075
