Date,ADANIPORTS,AMBUJACEM,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BPCL,BHARTIARTL,INDUSTOWER,BOSCHLTD,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GAIL,HCLTECH,HDFCBANK,HEROMOTOCO,HINDALCO,HINDPETRO,HINDUNILVR,HDFC,ICICIBANK,IBULHSGFIN,ITC,IOC,INDUSINDBK,INFY,KOTAKBANK,LUPIN,LT,M&M,MARUTI,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SUNPHARMA,TCS,TATAMOTORS,TATASTEEL,TECHM,UPL,ULTRACEMCO,VEDL,WIPRO,YESBANK,ZEEL,^NSEI
2013-01-15,129.9110107421875,160.3719482421875,397.64361572265625,90.24132537841797,269.1842346191406,1523.500732421875,130.2728271484375,76.02871704101562,300.6370849609375,135.26356506347656,8225.365234375,401.177734375,150.65176391601562,1730.7138671875,242.1104278564453,49.031005859375,131.97352600097656,308.1222229003906,1336.7734375,119.5501708984375,41.367679595947266,420.0731201171875,701.6354370117188,193.6529541015625,,143.14480590820312,28.697023391723633,415.395751953125,266.6243896484375,312.937255859375,551.0606689453125,588.9258422851562,426.3372497558594,1418.0645751953125,82.48746490478516,127.19951629638672,56.457008361816406,390.8610534667969,222.47744750976562,341.7278137207031,536.80224609375,324.29547119140625,14.105836868286133,202.0728759765625,81.01002502441406,1853.571533203125,71.17269134521484,143.56417846679688,96.56194305419922,213.7644500732422,6056.60009765625
2013-01-16,128.67735290527344,160.04798889160156,394.4352111816406,88.18240356445312,266.3777160644531,1495.5206298828125,128.39663696289062,75.43656921386719,298.6339416503906,134.70339965820312,8294.7109375,398.5434265136719,149.61219787597656,1755.7784423828125,242.09727478027344,49.116615295410156,133.901123046875,304.5260009765625,1329.5267333984375,114.27181243896484,40.755470275878906,417.1125183105469,695.9830932617188,189.71348571777344,,143.09437561035156,28.639150619506836,404.2095031738281,264.7492980957031,310.42742919921875,547.989501953125,582.9611206054688,413.21636962890625,1369.634033203125,82.77892303466797,125.64851379394531,56.96540832519531,397.41265869140625,217.3440704345703,336.6500549316406,540.9363403320312,313.0470886230469,13.778762817382812,201.68887329101562,79.94097900390625,1853.7164306640625,69.92535400390625,143.22312927246094,94.7512435913086,206.8898162841797,6001.85009765625
2013-01-17,127.7284164428711,161.9513397216797,399.4967956542969,88.27599334716797,265.8013000488281,1478.4156494140625,128.07701110839844,78.18995666503906,307.8656311035156,135.0658721923828,8319.947265625,390.2574768066406,149.59097290039062,1763.602294921875,238.2968292236328,49.57762145996094,139.90269470214844,307.4306335449219,1318.0040283203125,113.02165985107422,42.966896057128906,417.4461669921875,686.4212036132812,186.92367553710938,,143.7493896484375,30.466785430908203,401.0604248046875,267.6671447753906,312.0674743652344,554.2735595703125,576.732177734375,413.3310546875,1370.45947265625,83.25589752197266,130.0532989501953,57.27043914794922,410.63134765625,220.69033813476562,335.5503234863281,546.6557006835938,321.75238037109375,13.90328311920166,205.83221435546875,82.316650390625,1843.727294921875,69.5768051147461,146.88937377929688,95.82121276855469,212.18515014648438,6039.2001953125
2013-01-18,125.49839782714844,160.93893432617188,397.4546813964844,90.1009521484375,262.33319091796875,1483.096923828125,127.06710815429688,85.84809112548828,303.81591796875,135.09881591796875,8289.4287109375,392.5564270019531,150.5457000732422,1720.5242919921875,236.69113159179688,50.532554626464844,140.2305450439453,305.6095275878906,1278.4356689453125,113.66987609863281,45.27830123901367,408.9813537597656,699.2556762695312,189.12657165527344,,144.83270263671875,33.68802261352539,394.76226806640625,266.7200622558594,312.9869384765625,555.9744262695312,580.3185424804688,406.472412109375,1419.3946533203125,87.17754364013672,139.66917419433594,58.43974685668945,415.33746337890625,222.67404174804688,333.2336730957031,542.2408447265625,321.36114501953125,13.780420303344727,201.9010772705078,83.80143737792969,1842.7139892578125,68.65962982177734,135.5154571533203,94.55919647216797,208.19041442871094,6064.39990234375
2013-01-21,128.8197021484375,161.5868682861328,395.3204345703125,91.38775634765625,261.84185791015625,1482.2686767578125,128.91085815429688,87.0224838256836,309.65093994140625,135.1317596435547,8380.533203125,387.0005187988281,149.18789672851562,1749.3187255859375,235.01556396484375,51.10551452636719,142.53237915039062,303.626953125,1284.1246337890625,113.66987609863281,46.57768630981445,414.69403076171875,690.5859985351562,189.34364318847656,,146.89849853515625,33.23473358154297,388.3231506347656,267.50927734375,313.5834045410156,561.9279174804688,591.7006225585938,404.6831359863281,1444.298095703125,85.64070129394531,139.19361877441406,57.905921936035156,424.4497375488281,223.3352508544922,327.5242004394531,533.8121337890625,316.1770935058594,13.750535011291504,202.99249267578125,84.45475006103516,1864.09130859375,68.54957580566406,135.5836639404297,93.5898208618164,205.31048583984375,6082.2998046875
2013-01-22,128.53501892089844,160.61495971679688,406.8584289550781,88.50995635986328,263.3442687988281,1488.7862548828125,128.74407958984375,85.62113189697266,306.25433349609375,135.1317596435547,8281.166015625,388.2457580566406,148.699951171875,1739.9024658203125,235.38211059570312,48.72806167602539,139.0348358154297,301.4139099121094,1277.3126220703125,110.89180755615234,45.42823028564453,401.0585021972656,691.308349609375,188.15374755859375,,145.68923950195312,32.15454864501953,392.64727783203125,266.2895812988281,318.4540100097656,552.9506225585938,586.4342041015625,405.3942565917969,1440.1702880859375,87.09806060791016,139.54513549804688,57.702579498291016,424.4958801269531,220.20785522460938,332.6019592285156,528.795166015625,311.57989501953125,13.5712251663208,198.2327117919922,83.08872985839844,1884.841552734375,67.88920593261719,135.9928741455078,93.07770538330078,206.6111297607422,6048.5
2013-01-23,126.8269271850586,159.60252380371094,409.57354736328125,88.08879852294922,264.2892761230469,1464.3712158203125,125.88699340820312,83.7953872680664,319.92767333984375,134.83522033691406,8219.76953125,389.01214599609375,148.72116088867188,1748.864013671875,233.11314392089844,48.20119094848633,134.79991149902344,302.7279052734375,1291.9146728515625,109.13235473632812,44.534912109375,383.670166015625,697.6831665039062,189.8983612060547,,147.50311279296875,31.436046600341797,399.18035888671875,266.8683166503906,320.5910949707031,552.9033203125,589.341064453125,404.6143798828125,1443.472412109375,86.17062377929688,137.80804443359375,57.016239166259766,425.88006591796875,221.63302612304688,332.1573181152344,527.7694702148438,306.20025634765625,13.533035278320312,195.44357299804688,81.93061065673828,1886.482177734375,67.74246215820312,137.7067413330078,94.09280395507812,217.99142456054688,6054.2998046875
2013-01-24,123.3157958984375,159.7644805908203,406.12554931640625,86.49785614013672,263.8924560546875,1449.822998046875,124.16094970703125,82.08809661865234,315.1812438964844,135.82373046875,8227.625,374.59539794921875,145.8146209716797,1760.599853515625,235.58279418945312,46.03446960449219,132.79705810546875,304.433837890625,1282.9287109375,105.47454833984375,43.14182662963867,390.9674377441406,686.4637451171875,187.2452850341797,,149.87124633789062,30.269067764282227,404.7265625,267.69097900390625,324.56707763671875,557.7698974609375,598.3639526367188,402.48101806640625,1411.4605712890625,84.97822570800781,139.11085510253906,56.40618896484375,422.4197082519531,219.7342529296875,332.391357421875,534.4471435546875,287.02911376953125,13.431761741638184,200.2033233642578,78.69376373291016,1881.849609375,65.37614440917969,138.80361938476562,92.87651824951172,209.6768341064453,6019.35009765625
2013-01-25,123.64794921875,161.3034210205078,406.18084716796875,87.69108581542969,261.9930419921875,1498.041259765625,124.69972229003906,82.8874740600586,313.96197509765625,137.27359008789062,8209.9716796875,381.1571960449219,144.71141052246094,1769.652587890625,231.59466552734375,46.56792068481445,135.7266082763672,306.6238098144531,1279.015380859375,107.78962707519531,43.7915153503418,397.3890686035156,684.9337158203125,188.60400390625,,151.0300750732422,31.204578399658203,405.6195373535156,269.2646789550781,330.605712890625,566.4638061523438,608.2925415039062,413.5833740234375,1467.0914306640625,84.44828796386719,141.07545471191406,56.431575775146484,420.8740234375,224.6085205078125,341.0257873535156,539.2540893554688,294.4139099121094,13.50647258758545,203.42703247070312,81.78213500976562,1849.8077392578125,67.21049499511719,139.7290496826172,92.22723388671875,211.76707458496094,6074.64990234375
2013-01-28,129.7686767578125,159.60252380371094,405.58160400390625,88.90771484375,267.0392150878906,1502.8304443359375,124.01789093017578,82.05848693847656,311.2185974121094,138.5916290283203,8131.373046875,382.8334655761719,145.22059631347656,1765.6494140625,230.3947296142578,47.16722869873047,138.8255615234375,309.06744384765625,1303.25634765625,109.64167022705078,42.59833526611328,392.2601013183594,681.4065551757812,191.38572692871094,,151.53396606445312,30.7271728515625,406.5595397949219,268.88201904296875,332.02215576171875,562.447509765625,602.8939819335938,415.1431884765625,1475.071533203125,83.54735565185547,138.53184509277344,56.88915252685547,414.11480712890625,222.62930297851562,337.2116394042969,541.0848388671875,301.7987060546875,13.469945907592773,205.35720825195312,81.09911346435547,1820.75732421875,67.15547180175781,141.7514190673828,95.7572021484375,214.22898864746094,6074.7998046875
2013-01-29,138.35665893554688,159.60252380371094,408.5686950683594,85.65555572509766,278.8512878417969,1463.363037109375,123.5172348022461,80.82490539550781,304.3819885253906,139.81080627441406,8025.3720703125,381.1571960449219,147.5119171142578,1763.0111083984375,238.32296752929688,46.17277526855469,137.8889617919922,300.8145751953125,1311.6627197265625,106.9098892211914,41.59256362915039,390.7590026855469,682.08642578125,193.1464385986328,,153.7509002685547,29.94114875793457,404.86749267578125,267.7675476074219,335.32720947265625,564.3846435546875,601.988037109375,412.2529296875,1461.22119140625,83.36186981201172,137.8494110107422,56.9908332824707,407.33245849609375,220.02914428710938,332.9061279296875,541.0445556640625,297.5928039550781,13.249127388000488,202.4265899658203,81.18820190429688,1792.3343505859375,67.26551818847656,140.07180786132812,93.54409790039062,206.19305419921875,6049.89990234375
2013-01-30,135.36744689941406,162.19436645507812,412.4547119140625,87.34013366699219,283.7273254394531,1460.8424072265625,124.45655059814453,80.7952880859375,300.1145324707031,138.36094665527344,8195.345703125,390.5927429199219,148.6151123046875,1758.32568359375,241.0850372314453,44.67121887207031,137.31097412109375,302.7509460449219,1301.625732421875,106.53947448730469,41.55508804321289,398.1812744140625,677.539306640625,194.99559020996094,,153.27223205566406,30.24977684020996,408.76861572265625,266.9687194824219,337.3648986816406,566.3219604492188,590.341552734375,410.3719787597656,1469.338623046875,82.56694793701172,140.00009155273438,56.6857795715332,414.9682922363281,217.67469787597656,331.7360534667969,541.5272827148438,292.6533203125,13.489870071411133,204.33653259277344,79.97067260742188,1818.6339111328125,68.53121948242188,142.19700622558594,95.10790252685547,204.1956787109375,6055.75
2013-01-31,142.86416625976562,165.1506805419922,414.9808044433594,87.69108581542969,284.4643859863281,1459.97802734375,123.18347930908203,81.01239776611328,295.760009765625,134.6045684814453,8360.9384765625,389.922119140625,149.9304656982422,1743.0416259765625,246.1247100830078,45.07954406738281,137.1116485595703,296.4805908203125,1320.468017578125,107.60440826416016,41.06156921386719,395.2624206542969,668.5297241210938,191.5304412841797,,155.01052856445312,31.56623649597168,409.66162109375,266.8587646484375,338.1352844238281,571.0467529296875,582.0739135742188,407.96343994140625,1450.718505859375,83.25589752197266,140.49639892578125,56.02486801147461,409.0856628417969,217.84445190429688,336.018310546875,540.72265625,291.47955322265625,13.445042610168457,201.9010772705078,79.05010223388672,1836.199462890625,68.43949890136719,141.06585693359375,95.50114440917969,213.7644500732422,6034.75
2013-02-01,142.2947540283203,161.0198974609375,418.79766845703125,89.84359741210938,285.3149108886719,1480.72021484375,123.60308074951172,83.42037200927734,286.87677001953125,135.75784301757812,8223.83203125,396.962890625,151.35189819335938,1769.7889404296875,247.94424438476562,45.204673767089844,137.10169982910156,295.1435852050781,1311.7354736328125,104.91893005371094,42.273494720458984,387.6732177734375,661.2202758789062,188.31455993652344,,155.89227294921875,32.48728561401367,412.0116882324219,265.0840759277344,334.1343688964844,576.3387451171875,578.8650512695312,406.51824951171875,1476.4932861328125,83.1764144897461,137.39443969726562,56.1519889831543,412.47686767578125,215.55252075195312,336.9074401855469,542.3117065429688,275.4873046875,13.310559272766113,203.0834503173828,78.01075744628906,1773.6593017578125,67.37557983398438,139.71194458007812,97.36672973632812,214.9257049560547,5998.89990234375
2013-02-04,142.247314453125,159.56201171875,428.05389404296875,88.18240356445312,279.27655029296875,1486.949951171875,123.25499725341797,82.66049194335938,288.31378173828125,138.36094665527344,8144.240234375,386.4736328125,148.7423553466797,1739.8116455078125,251.22984313964844,44.756839752197266,135.95578002929688,298.2556457519531,1317.3516845703125,104.82632446289062,41.10530090332031,389.5496520996094,678.4740600585938,190.0189971923828,,154.80899047851562,31.691621780395508,409.0506286621094,264.7637023925781,336.3211975097656,564.19580078125,579.4691772460938,405.5089416503906,1467.045654296875,82.43447875976562,134.72682189941406,56.53326416015625,409.1087646484375,210.21363830566406,336.8138732910156,545.6305541992188,285.61083984375,13.117961883544922,200.1628875732422,75.72418212890625,1831.1806640625,66.16493225097656,139.88331604003906,95.98580932617188,216.17987060546875,5987.25
2013-02-05,142.57943725585938,163.6522674560547,427.6806335449219,89.56282806396484,275.7707214355469,1508.6285400390625,122.09159088134766,81.26898956298828,282.8270568847656,138.29505920410156,8138.1923828125,390.16162109375,148.25442504882812,1728.439453125,251.04220581054688,45.428585052490234,133.74365234375,296.98779296875,1298.401123046875,105.1041488647461,41.4051628112793,384.87945556640625,677.7517700195312,187.49449157714844,,152.39048767089844,32.06293869018555,408.0165710449219,263.64434814453125,338.18499755859375,562.2113037109375,579.2047729492188,406.97705078125,1467.9169921875,82.3814468383789,134.7061309814453,55.719844818115234,403.5953063964844,211.90243530273438,350.760009765625,547.1188354492188,280.9158630371094,13.108001708984375,195.35263061523438,77.03080749511719,1858.2525634765625,65.21105194091797,139.50624084472656,93.9922103881836,219.2920684814453,5956.89990234375
2013-02-06,147.03952026367188,167.09463500976562,426.3207092285156,90.14772033691406,275.95025634765625,1499.337646484375,122.04867553710938,82.57168579101562,284.4382019042969,138.39390563964844,8136.791015625,387.95843505859375,145.2630157470703,1727.8935546875,242.0537109375,45.283695220947266,133.53439331054688,294.84393310546875,1290.103271484375,105.93756103515625,41.373924255371094,378.8331604003906,686.5486450195312,185.75791931152344,,153.59974670410156,32.0966911315918,403.73956298828125,265.5672607421875,345.4908752441406,566.3219604492188,571.1826782226562,406.0824890136719,1493.1412353515625,80.4471206665039,133.07244873046875,55.592742919921875,404.0104675292969,209.86514282226562,350.2920227050781,551.3427734375,279.9377136230469,13.197656631469727,197.9801025390625,75.78358459472656,1894.2032470703125,65.72467803955078,139.04351806640625,93.53495788574219,221.1964874267578,5959.2001953125
2013-02-07,147.89356994628906,161.9513397216797,424.4491882324219,87.22315216064453,276.0353088378906,1486.3740234375,120.30834197998047,81.09136199951172,278.77734375,136.77932739257812,8138.37158203125,377.5170593261719,145.87826538085938,1724.2091064453125,243.13148498535156,44.18387985229492,133.2753448486328,295.7660217285156,1272.4931640625,104.96522521972656,39.943359375,380.2926025390625,689.0136108398438,184.0856475830078,,153.1966552734375,31.460159301757812,405.1025695800781,266.8587646484375,341.7385559082031,562.258544921875,564.9158935546875,411.3354187011719,1488.0965576171875,78.45980072021484,132.28662109375,56.73661422729492,402.74169921875,207.8904266357422,350.760009765625,558.020751953125,282.2852478027344,12.963558197021484,200.0719757080078,75.7538833618164,1854.29541015625,63.98204803466797,139.0606689453125,92.89481353759766,214.78636169433594,5938.7998046875
2013-02-08,144.09780883789062,153.52783203125,417.04132080078125,85.8895263671875,274.1925964355469,1474.1661376953125,119.292724609375,79.2261734008789,280.2578430175781,136.38388061523438,8145.5048828125,364.6330261230469,143.73550415039062,1688.0,239.1258544921875,44.20363235473633,133.56431579589844,299.7080383300781,1245.93310546875,101.58522033691406,39.9745979309082,377.54046630859375,687.441162109375,181.7219696044922,,152.0377960205078,30.399263381958008,399.3214111328125,266.85394287109375,337.1412353515625,564.5736694335938,570.4652099609375,405.8301086425781,1456.3138427734375,78.45980072021484,129.70169067382812,56.558692932128906,398.4277648925781,204.27609252929688,349.1688537597656,572.2813720703125,279.1552429199219,12.865599632263184,202.50743103027344,76.08053588867188,1818.73046875,62.312782287597656,141.35720825195312,93.21488189697266,213.7644500732422,5903.5
2013-02-11,145.66355895996094,152.59634399414062,417.9632873535156,85.2812271118164,282.37603759765625,1472.6536865234375,118.71102142333984,79.4531478881836,275.3808288574219,134.0114288330078,8087.177734375,378.3791809082031,143.6082000732422,1727.529541015625,239.2218017578125,44.157535552978516,131.43190002441406,302.8892822265625,1235.4613037109375,103.99291229248047,39.88713455200195,384.0871887207031,680.1315307617188,180.52406311035156,,150.72776794433594,30.129222869873047,402.84649658203125,267.1026916503906,333.8858642578125,561.6915283203125,562.4431762695312,404.86669921875,1429.805419921875,78.24781036376953,127.5510025024414,57.219608306884766,400.66546630859375,205.00877380371094,350.6898193359375,569.1034545898438,284.5349426269531,12.777602195739746,201.97181701660156,75.78358459472656,1845.9952392578125,63.0281867980957,140.36318969726562,94.50432586669922,214.36830139160156,5897.85009765625
2013-02-12,145.8533477783203,153.00132751464844,415.7506408691406,84.60269165039062,280.26873779296875,1495.2684326171875,118.4344711303711,80.9827880859375,280.69329833984375,132.0343780517578,8053.36279296875,376.6070556640625,146.4298553466797,1742.26806640625,233.12184143066406,43.91386795043945,135.21839904785156,306.6929931640625,1233.540771484375,104.27070617675781,40.780452728271484,383.62847900390625,680.3015747070312,181.51296997070312,,151.18124389648438,30.577688217163086,412.4347229003906,263.58221435546875,333.6622314453125,571.7083129882812,564.38720703125,405.78424072265625,1429.9427490234375,78.1153335571289,132.36935424804688,57.372127532958984,403.9182434082031,205.1919403076172,361.14947509765625,567.2325439453125,292.0175476074219,12.780925750732422,200.10226440429688,74.95209503173828,1853.2818603515625,62.60628128051758,141.168701171875,95.50114440917969,213.48577880859375,5922.5
2013-02-13,146.9920654296875,153.81126403808594,412.2057800292969,84.78985595703125,279.2481689453125,1453.96435546875,120.09854888916016,79.23604583740234,283.8721618652344,128.5745391845703,8105.552734375,371.5300598144531,147.5119171142578,1733.306640625,229.0508575439453,43.20918655395508,141.36648559570312,306.23193359375,1227.8157958984375,102.3260498046875,39.55604553222656,380.08404541015625,692.7107543945312,183.723876953125,,151.33241271972656,30.88148307800293,414.220703125,266.8635559082031,331.8730163574219,561.5498046875,559.4984741210938,411.5188903808594,1405.635986328125,78.56578063964844,133.79623413085938,55.87235641479492,405.55615234375,201.4658966064453,362.9044189453125,577.4306030273438,298.032958984375,12.485392570495605,202.23455810546875,74.53636169433594,1875.5281982421875,60.8636474609375,140.34605407714844,93.69042205810547,211.86000061035156,5932.9501953125
