Date,Open,High,Low,Close,Volume
2014-12-31,24.08690781488971,24.153746205198598,23.986649432649912,24.11197280883789,2154700
2015-01-02,23.911458697976602,24.078553884380188,23.83626530635144,23.969942092895508,2421600
2015-01-05,23.744366256643527,23.844624661647515,23.201304012884588,23.32662582397461,3434400
2015-01-06,23.318269461509505,23.318269461509505,22.850400650454795,22.98407745361328,1992700
2015-01-07,23.075978409148128,23.268138594140606,22.942300026595724,23.009140014648438,2172200
2015-01-08,23.167881556083966,23.410171746239214,23.167881556083966,23.293203353881836,1524800
2015-01-09,23.28484939196585,23.318267793588507,23.02584921001313,23.092687606811523,2828900
2015-01-12,22.908881863807956,22.94230026462801,22.591399885028732,22.72507667541504,2488700
2015-01-13,22.808625917309094,22.959012720990113,22.390885504218794,22.624820709228516,1601200
2015-01-14,22.407588983927862,22.49113736094899,22.065042072338724,22.4827823638916,3654800
2015-01-15,22.716722732458678,22.716722732458678,22.349110745037027,22.357465744018555,2980300
2015-01-16,22.23214343919765,22.80027060855537,22.23214343919765,22.775205612182617,2105000
2015-01-20,22.766853078013888,22.783563077404658,22.491144462279152,22.507854461669922,1626200
2015-01-21,22.574691772460938,22.71672357329786,22.424304972333232,22.574691772460938,2590700
2015-01-22,22.574689335537407,22.89217130654922,22.574689335537407,22.766849517822266,1732100
2015-01-23,22.758495614600783,22.92559240331296,22.733430618228034,22.775205612182617,1835700
2015-01-26,22.725079395345222,22.800272798131434,22.616465994185923,22.716724395751953,1180900
2015-01-27,22.591402562423255,22.925594577995415,22.591402562423255,22.883819580078125,2233300
2015-01-28,22.89217237991617,22.90052737869678,22.290626809689755,22.307336807250977,1797500
2015-01-29,22.307335411910223,22.382528802679257,21.88124006207003,22.207077026367188,2561800
2015-01-30,21.8728837108475,22.36581742270792,21.76427033376483,22.09010887145996,3414300
2015-02-02,22.265560476939132,22.725075820973636,22.265560476939132,22.674945831298828,1980300
2015-02-03,22.9255921899693,23.443589361761077,22.875462197690304,23.284849166870117,4998000
2015-02-04,23.03420421015203,23.11775260454317,22.750140625354003,22.850399017333984,2442400
2015-02-05,23.00078743809914,23.360042850393526,22.992432438712783,23.301559448242188,2715400
2015-02-06,23.20965684335017,23.38510704376615,22.97572164924239,23.067625045776367,1532200
2015-02-09,23.134468036567274,23.40182168657955,23.134468036567274,23.226369857788086,1471900
2015-02-10,23.21800881916864,23.21800881916864,22.90888026697702,23.059267044067383,1989500
2015-02-11,22.892171345990267,23.059268126949434,22.85039794752698,22.992429733276367,2144800
2015-02-12,23.268137251483974,23.401814032769714,23.19294386281663,23.37674903869629,1593900
2015-02-13,23.535493843904028,23.627397240451533,23.418527043609487,23.46030044555664,2050500
