date,prices
18-09-2012 21:00,1.211555
19-09-2012 21:00,1.21038
20-09-2012 21:00,1.210175
21-09-2012 21:00,1.211115
24-09-2012 21:00,1.20995
25-09-2012 21:00,1.209575
26-09-2012 21:00,1.209195
27-09-2012 21:00,1.210255
28-09-2012 21:00,1.208455
01-10-2012 21:00,1.209075
02-10-2012 21:00,1.20957
03-10-2012 21:00,1.211305
04-10-2012 21:00,1.211315
05-10-2012 21:00,1.211245
08-10-2012 21:00,1.210165
09-10-2012 21:00,1.21163
10-10-2012 21:00,1.209495
11-10-2012 21:00,1.208505
12-10-2012 21:00,1.20911
15-10-2012 21:00,1.208345
16-10-2012 21:00,1.208805
17-10-2012 21:00,1.20997
18-10-2012 21:00,1.20824
19-10-2012 21:00,1.208875
22-10-2012 21:00,1.21061
23-10-2012 21:00,1.2107
24-10-2012 21:00,1.209675
25-10-2012 21:00,1.20961
26-10-2012 21:00,1.209675
29-10-2012 21:00,1.20864
30-10-2012 21:00,1.208505
31-10-2012 21:00,1.207245
01-11-2012 21:00,1.20604
02-11-2012 21:00,1.207285
05-11-2012 22:00,1.207375
06-11-2012 22:00,1.20811
07-11-2012 22:00,1.206535
08-11-2012 22:00,1.20569
09-11-2012 22:00,1.205855
12-11-2012 22:00,1.205125
13-11-2012 22:00,1.203575
14-11-2012 22:00,1.203625
15-11-2012 22:00,1.204165
16-11-2012 22:00,1.204735
19-11-2012 22:00,1.204365
20-11-2012 22:00,1.204845
21-11-2012 22:00,1.204335
22-11-2012 22:00,1.204685
23-11-2012 22:00,1.204215
26-11-2012 22:00,1.203375
27-11-2012 22:00,1.204215
28-11-2012 22:00,1.203555
29-11-2012 22:00,1.203915
30-11-2012 22:00,1.205125
03-12-2012 22:00,1.208225
04-12-2012 22:00,1.21322
05-12-2012 22:00,1.210575
06-12-2012 22:00,1.209285
07-12-2012 22:00,1.20799
10-12-2012 22:00,1.208015
11-12-2012 22:00,1.212525
12-12-2012 22:00,1.211035
13-12-2012 22:00,1.20802
14-12-2012 22:00,1.20838
17-12-2012 22:00,1.20785
18-12-2012 22:00,1.207685
19-12-2012 22:00,1.20814
20-12-2012 22:00,1.207265
21-12-2012 22:00,1.208065
24-12-2012 22:00,1.20742
26-12-2012 22:00,1.2077
27-12-2012 22:00,1.209065
28-12-2012 22:00,1.207495
31-12-2012 22:00,1.20726
02-01-2013 22:00,1.21032
03-01-2013 22:00,1.20952
04-01-2013 22:00,1.208445
07-01-2013 22:00,1.208395
08-01-2013 22:00,1.208875
09-01-2013 22:00,1.20893
10-01-2013 22:00,1.213175
11-01-2013 22:00,1.219135
14-01-2013 22:00,1.23379
15-01-2013 22:00,1.239875
16-01-2013 22:00,1.23713
17-01-2013 22:00,1.247665
18-01-2013 22:00,1.24425
21-01-2013 22:00,1.241385
22-01-2013 22:00,1.23825
23-01-2013 22:00,1.237915
24-01-2013 22:00,1.24256
25-01-2013 22:00,1.247055
28-01-2013 22:00,1.24631
29-01-2013 22:00,1.24306
30-01-2013 22:00,1.235695
31-01-2013 22:00,1.236055
01-02-2013 22:00,1.23841
03-02-2013 22:00,1.239895
04-02-2013 22:00,1.227555
05-02-2013 22:00,1.23359
06-02-2013 22:00,1.230555
07-02-2013 22:00,1.230405
08-02-2013 22:00,1.225895
10-02-2013 22:00,1.227775
11-02-2013 22:00,1.233515
12-02-2013 22:00,1.233855
13-02-2013 22:00,1.233755
14-02-2013 22:00,1.230905
15-02-2013 22:00,1.231715
17-02-2013 22:00,1.23171
18-02-2013 22:00,1.232865
19-02-2013 22:00,1.23534
20-02-2013 22:00,1.2313
21-02-2013 22:00,1.22823
22-02-2013 22:00,1.22618
24-02-2013 22:00,1.228445
25-02-2013 22:00,1.21812
26-02-2013 22:00,1.217265
27-02-2013 22:00,1.221225
28-02-2013 22:00,1.222765
01-03-2013 22:00,1.227715
03-03-2013 22:00,1.226215
04-03-2013 22:00,1.225575
05-03-2013 22:00,1.2279
06-03-2013 22:00,1.230565
07-03-2013 22:00,1.23565
08-03-2013 22:00,1.237495
10-03-2013 21:00,1.23693
11-03-2013 21:00,1.2357
12-03-2013 21:00,1.234365
13-03-2013 21:00,1.23444
14-03-2013 21:00,1.231825
15-03-2013 21:00,1.22745
17-03-2013 21:00,1.218645
18-03-2013 21:00,1.22575
19-03-2013 21:00,1.219835
20-03-2013 21:00,1.22235
21-03-2013 21:00,1.22075
22-03-2013 21:00,1.221885
24-03-2013 21:00,1.22205
25-03-2013 21:00,1.21924
26-03-2013 21:00,1.219435
27-03-2013 21:00,1.21906
28-03-2013 21:00,1.2174
29-03-2013 21:00,1.21679
31-03-2013 21:00,1.217015
01-04-2013 21:00,1.216265
02-04-2013 21:00,1.21647
03-04-2013 21:00,1.21427
04-04-2013 21:00,1.21566
05-04-2013 21:00,1.214515
07-04-2013 21:00,1.213475
08-04-2013 21:00,1.21642
09-04-2013 21:00,1.220085
10-04-2013 21:00,1.21894
11-04-2013 21:00,1.219715
12-04-2013 21:00,1.215915
14-04-2013 21:00,1.215745
15-04-2013 21:00,1.213985
16-04-2013 21:00,1.215575
17-04-2013 21:00,1.2156
18-04-2013 21:00,1.21719
19-04-2013 21:00,1.219045
21-04-2013 21:00,1.21865
22-04-2013 21:00,1.220565
23-04-2013 21:00,1.22883
24-04-2013 21:00,1.23246
