,close,high,low,open,volume
1606757160,360.86,360.93,360.84,360.91,640
1606757220,360.88,360.9,360.85,360.86,287
1606757280,360.9,361.0,360.89,360.89,495
1606757340,360.95,360.99,360.91,360.91,198
1606757400,361.04,361.06,360.93,360.95,261
1606757460,361.0,361.06,360.98,361.03,528
1606757520,361.05,361.07,360.89,361.0,578
1606757580,361.03,361.09,361.0,361.06,391
1606757640,360.96,361.03,360.96,361.03,258
1606757700,360.87,360.99,360.85,360.97,492
1606757760,360.88,360.92,360.86,360.88,301
1606757820,360.89,360.94,360.85,360.88,453
1606757880,360.83,360.95,360.83,360.9,468
1606757940,360.9,360.9,360.77,360.83,595
1606758000,360.87,360.98,360.87,360.93,337
1606758060,360.87,360.9,360.75,360.88,415
1606758120,360.86,360.9,360.81,360.87,231
1606758180,361.03,361.13,360.87,360.87,1016
1606758240,361.02,361.07,360.95,361.01,702
1606758300,361.08,361.1,361.0,361.02,546
1606758360,361.07,361.09,361.04,361.07,198
1606758420,361.07,361.11,361.02,361.09,436
1606758480,361.13,361.15,361.06,361.07,726
1606758540,361.12,361.14,361.09,361.12,390
1606758600,361.09,361.16,361.07,361.12,870
1606758660,361.12,361.13,361.08,361.09,363
1606758720,361.15,361.15,361.09,361.11,463
1606758780,361.22,361.25,361.11,361.14,731
1606758840,361.18,361.25,361.1,361.22,388
1606758900,361.22,361.22,361.1,361.18,306
1606758960,361.24,361.27,361.19,361.21,252
1606759020,361.31,361.31,361.2,361.23,422
1606759080,361.34,361.37,361.29,361.31,548
1606759140,361.31,361.36,361.29,361.33,361
1606759200,361.28,361.33,361.24,361.29,472
1606759260,361.31,361.37,361.26,361.28,422
1606759320,361.36,361.36,361.3,361.31,639
1606759380,361.25,361.37,361.25,361.36,487
1606759440,361.18,361.27,361.17,361.26,561
1606759500,361.18,361.23,361.17,361.18,840
1606759560,361.29,361.29,361.17,361.18,468
1606759620,361.32,361.44,361.28,361.29,1444
1606759680,361.17,361.33,361.15,361.32,550
1606759740,361.24,361.24,361.16,361.17,611
1606759800,361.1,361.23,361.06,361.23,463
1606759860,361.0,361.11,361.0,361.1,437
1606759920,361.07,361.08,360.97,361.0,522
1606759980,361.06,361.1,361.03,361.06,291
1606760040,360.96,361.08,360.91,361.08,483
1606760100,361.02,361.04,360.93,360.94,258
1606760160,361.08,361.1,361.02,361.02,356
1606760220,361.15,361.16,361.07,361.08,288
1606760280,361.13,361.2,361.12,361.15,204
1606760340,361.11,361.21,361.11,361.12,211
1606760400,361.21,361.26,361.08,361.11,268
1606760460,361.36,361.37,361.18,361.21,746
1606760520,361.35,361.41,361.29,361.36,351
1606760580,361.29,361.35,361.28,361.35,217
1606760640,361.25,361.32,361.23,361.29,158
1606760700,361.26,361.27,361.18,361.25,195
1606760760,361.22,361.31,361.22,361.25,339
1606760820,361.28,361.32,361.19,361.22,478
1606760880,361.21,361.32,361.18,361.29,574
1606760940,361.18,361.23,361.16,361.21,263
1606761000,361.08,361.24,361.05,361.2,456
1606761060,361.12,361.24,361.1,361.1,684
1606761120,361.12,361.18,361.02,361.14,294
1606761180,361.08,361.19,361.07,361.12,472
1606761240,361.04,361.1,361.03,361.09,225
1606761300,361.05,361.07,361.0,361.03,396
1606761360,361.13,361.13,361.02,361.04,393
1606761420,361.09,361.14,361.07,361.13,238
1606761480,361.08,361.12,361.07,361.09,323
1606761540,361.12,361.14,361.07,361.09,588
1606761600,361.25,361.34,361.11,361.12,860
1606761660,361.23,361.33,361.22,361.24,426
1606761720,361.28,361.31,361.22,361.23,244
1606761780,361.26,361.29,361.23,361.28,300
1606761840,361.23,361.26,361.21,361.25,277
1606761900,361.22,361.37,361.1,361.22,947
1606761960,361.39,361.47,361.21,361.22,1113
1606762020,361.2,361.41,361.2,361.41,1133
1606762080,361.24,361.24,361.11,361.2,886
1606762140,361.39,361.42,361.23,361.24,445
1606762200,361.44,361.53,361.39,361.4,828
1606762260,361.35,361.44,361.33,361.44,474
1606762320,361.32,361.35,361.28,361.34,317
1606762380,361.28,361.34,361.26,361.32,213
1606762440,361.19,361.3,361.18,361.28,279
1606762500,361.08,361.19,361.04,361.18,1016
1606762560,361.09,361.12,361.06,361.07,202
1606762620,361.09,361.16,361.05,361.1,558
1606762680,361.03,361.08,361.01,361.08,296
1606762740,361.03,361.12,361.02,361.05,212
1606762800,360.78,361.05,360.71,361.02,1395
1606762860,360.88,360.97,360.78,360.78,609
1606762920,360.86,360.94,360.82,360.89,681
1606762980,360.67,360.9,360.66,360.86,542
1606763040,360.75,360.79,360.66,360.67,860
1606763100,360.83,360.87,360.71,360.75,1063
1606763160,360.78,360.81,360.74,360.81,403
1606763220,360.85,360.87,360.77,360.78,416
1606763280,360.92,360.93,360.86,360.87,236
1606763340,360.93,361.04,360.91,360.93,650
1606763400,360.91,360.96,360.85,360.93,679
1606763460,361.04,361.2,360.81,360.9,1927
1606763520,360.99,361.05,360.92,361.03,721
1606763580,360.98,361.0,360.92,360.97,379
1606763640,361.18,361.21,360.98,360.98,1139
1606763700,361.17,361.23,361.11,361.2,534
1606763760,361.09,361.22,361.04,361.18,911
1606763820,361.16,361.17,360.98,361.09,796
1606763880,361.08,361.25,361.07,361.15,659
1606763940,361.13,361.15,361.06,361.08,314
1606764000,361.12,361.16,361.08,361.13,801
1606764060,361.1,361.22,361.09,361.13,590
1606764120,361.21,361.29,361.1,361.1,665
1606764180,361.19,361.26,361.18,361.21,515
1606764240,361.21,361.24,361.19,361.2,531
1606764300,361.25,361.33,361.17,361.21,1146
1606764360,361.33,361.37,361.25,361.25,1444
1606764420,361.38,361.38,361.3,361.34,1185
1606764480,361.33,361.41,361.33,361.38,793
1606764540,361.37,361.38,361.25,361.33,687
1606764600,361.36,361.4,361.32,361.37,515
1606764660,361.4,361.43,361.35,361.36,834
1606764720,361.43,361.45,361.37,361.39,661
1606764780,361.36,361.44,361.32,361.43,389
1606764840,361.36,361.39,361.33,361.35,564
1606764900,361.38,361.41,361.35,361.37,532
1606764960,361.22,361.39,361.21,361.37,396
1606765020,361.31,361.37,361.21,361.22,952
1606765080,361.21,361.34,361.18,361.31,729
1606765140,361.22,361.25,361.19,361.2,498
1606765200,361.28,361.32,361.17,361.22,599
1606765260,361.25,361.34,361.24,361.28,477
1606765320,361.26,361.35,361.24,361.25,393
1606765380,361.12,361.27,361.11,361.27,586
1606765440,361.1,361.16,361.07,361.13,769
1606765500,361.13,361.17,361.08,361.1,612
1606765560,361.28,361.3,361.14,361.14,688
1606765620,361.31,361.45,361.27,361.28,1838
1606765680,361.27,361.34,361.16,361.31,1123
1606765740,361.3,361.36,361.24,361.28,907
1606765800,361.33,361.34,361.27,361.31,1061
1606765860,361.47,361.53,361.3,361.33,1778
1606765920,361.45,361.62,361.42,361.46,1663
1606765980,361.4,361.46,361.34,361.45,1290
1606766040,361.15,361.4,361.08,361.4,1548
1606766100,361.48,361.56,361.08,361.14,1980
1606766160,361.59,361.6,361.39,361.48,1865
1606766220,362.03,362.05,361.55,361.58,4365
1606766280,362.03,362.13,361.96,362.02,2180
1606766340,362.21,362.21,361.97,362.02,1448
1606766400,362.25,362.27,362.03,362.22,1583
1606766460,362.14,362.29,362.07,362.25,2474
1606766520,361.94,362.16,361.9,362.14,2620
1606766580,361.7,361.94,361.63,361.93,2591
1606766640,361.75,361.8,361.57,361.71,2542
1606766700,361.7,361.79,361.6,361.75,813
1606766760,361.83,361.85,361.7,361.71,1375
1606766820,361.96,361.97,361.84,361.84,679
1606766880,361.78,361.95,361.72,361.95,1057
1606766940,361.63,361.77,361.57,361.77,964
1606767000,361.55,361.71,361.54,361.63,1043
1606767060,361.49,361.55,361.36,361.55,2594
1606767120,361.42,361.51,361.39,361.49,830
1606767180,361.35,361.42,361.26,361.42,780
1606767240,361.38,361.38,361.22,361.35,1185
1606767300,361.53,361.58,361.31,361.37,1107
1606767360,361.56,361.64,361.52,361.53,871
1606767420,361.66,361.71,361.55,361.56,1084
1606767480,361.72,361.78,361.54,361.65,825
1606767540,361.81,361.89,361.67,361.73,1073
1606767600,361.71,361.81,361.68,361.8,749
1606767660,361.82,361.85,361.7,361.7,636
1606767720,361.9,361.9,361.71,361.82,950
1606767780,361.81,361.9,361.77,361.89,925
1606767840,361.89,361.96,361.77,361.81,2226
1606767900,361.71,361.92,361.61,361.9,1761
1606767960,361.69,361.8,361.67,361.7,1641
1606768020,361.76,361.78,361.65,361.7,1535
1606768080,361.54,361.78,361.5,361.77,1548
1606768140,361.28,361.54,361.27,361.53,2161
1606768200,361.45,361.46,361.21,361.28,2725
1606768260,361.59,361.59,361.43,361.44,2189
1606768320,361.57,361.63,361.45,361.58,1680
1606768380,361.57,361.62,361.53,361.57,1119
1606768440,361.55,361.6,361.51,361.57,1186
1606768500,361.61,361.68,361.55,361.55,2010
1606768560,361.55,361.6,361.43,361.6,1921
1606768620,361.68,361.71,361.51,361.55,2584
1606768680,361.61,361.7,361.57,361.68,1789
1606768740,361.58,361.71,361.56,361.61,1694
1606768800,361.57,361.6,361.47,361.58,1341
1606768860,361.55,361.69,361.49,361.57,1645
1606768920,361.66,361.66,361.49,361.55,2416
1606768980,361.44,361.67,361.41,361.66,1225
1606769040,361.48,361.57,361.42,361.44,1750
1606769100,361.53,361.64,361.48,361.48,1389
1606769160,361.59,361.61,361.48,361.56,1810
1606769220,361.78,361.84,361.57,361.59,4323
1606769280,361.61,361.8,361.6,361.78,4416
1606769340,361.59,361.65,361.33,361.61,5142
1606769400,361.5,361.97,361.46,361.61,6802
1606769460,361.74,361.78,361.39,361.5,4135
1606769520,362.07,362.1,361.71,361.73,3932
1606769580,361.97,362.06,361.78,362.06,2723
1606769640,361.84,362.07,361.79,361.96,4482
1606769700,361.75,361.84,361.6,361.84,7121
1606769760,361.56,361.75,361.49,361.74,6624
1606769820,361.5,361.61,361.43,361.55,5910
1606769880,361.49,361.63,361.13,361.5,10526
1606769940,362.15,362.4,361.42,361.49,49759
1606833000,365.59,365.77,365.49,365.54,5981
1606833060,365.46,365.6,365.41,365.59,2255
1606833120,365.44,365.54,365.37,365.47,2148
1606833180,365.39,365.59,365.36,365.44,1661
1606833240,365.07,365.38,364.93,365.38,3672
1606833300,365.24,365.25,364.93,365.06,2355
1606833360,365.49,365.5,365.14,365.24,1537
1606833420,365.69,365.76,365.47,365.5,1854
1606833480,365.71,365.76,365.68,365.69,1478
1606833540,365.68,365.78,365.66,365.7,1352
1606833600,365.68,365.7,365.56,365.66,1407
1606833660,365.74,365.75,365.59,365.67,1889
1606833720,365.83,365.88,365.74,365.75,1509
1606833780,365.82,365.87,365.78,365.82,993
1606833840,365.88,365.88,365.78,365.81,698
1606833900,366.15,366.15,365.87,365.88,5781
1606833960,365.98,366.24,365.96,366.15,1461
1606834020,365.79,365.98,365.73,365.98,1414
1606834080,366.03,366.03,365.79,365.8,1260
1606834140,365.95,366.06,365.93,366.02,1395
1606834200,365.93,366.05,365.91,365.95,1305
1606834260,366.15,366.19,365.9,365.93,1568
1606834320,366.22,366.23,366.05,366.15,934
1606834380,366.35,366.39,366.14,366.23,1718
1606834440,366.18,366.39,366.16,366.34,1257
1606834500,366.17,366.21,366.1,366.19,1002
1606834560,366.0,366.19,365.98,366.18,927
1606834620,365.88,366.11,365.84,366.01,1387
1606834680,366.22,366.24,365.86,365.88,2604
1606834740,366.17,366.24,365.97,366.21,1556
1606834800,366.1,366.21,365.96,366.16,1398
1606834860,366.28,366.29,366.03,366.1,2358
1606834920,366.43,366.53,366.24,366.28,2747
1606834980,366.55,366.72,366.42,366.43,2017
1606835040,366.58,366.6,366.43,366.55,1202
1606835100,366.47,366.66,366.45,366.57,1288
1606835160,366.52,366.55,366.36,366.47,1784
1606835220,366.74,366.78,366.47,366.52,2344
1606835280,366.64,366.96,366.62,366.74,3392
1606835340,366.73,366.76,366.53,366.63,1554
1606835400,366.66,366.74,366.57,366.72,899
1606835460,366.68,366.7,366.62,366.65,745
1606835520,366.59,366.75,366.56,366.68,983
1606835580,366.67,366.68,366.57,366.59,928
1606835640,366.63,366.69,366.61,366.67,932
1606835700,366.69,366.72,366.62,366.64,607
1606835760,366.94,366.94,366.66,366.68,1384
1606835820,366.85,367.05,366.85,366.94,2217
1606835880,367.08,367.09,366.84,366.86,1378
1606835940,367.16,367.19,367.06,367.08,1701
1606836000,367.16,367.18,367.11,367.17,3031
1606836060,367.36,367.38,367.15,367.16,2203
1606836120,367.38,367.41,367.3,367.37,2053
1606836180,367.26,367.4,367.26,367.38,1242
1606836240,367.35,367.44,367.11,367.26,2014
1606836300,367.17,367.35,367.14,367.34,1324
1606836360,367.09,367.18,367.01,367.16,3222
1606836420,367.07,367.11,367.0,367.09,1574
1606836480,367.12,367.22,367.06,367.07,1441
1606836540,366.98,367.17,366.94,367.12,1408
1606836600,367.0,367.09,366.97,366.99,867
1606836660,366.83,367.05,366.73,367.0,2627
1606836720,366.79,366.91,366.77,366.84,1247
1606836780,366.69,366.81,366.63,366.79,1754
1606836840,366.53,366.71,366.52,366.69,1350
1606836900,366.49,366.6,366.44,366.53,994
1606836960,366.29,366.53,366.24,366.49,2050
1606837020,366.2,366.31,366.12,366.31,1626
1606837080,366.19,366.21,366.05,366.2,1976
1606837140,366.12,366.2,366.05,366.19,1358
1606837200,366.2,366.26,366.01,366.11,1532
1606837260,366.26,366.31,366.06,366.21,1275
1606837320,366.3,366.33,366.19,366.25,550
1606837380,366.39,366.41,366.27,366.29,763
1606837440,366.45,366.45,366.31,366.38,991
1606837500,366.32,366.49,366.32,366.43,914
1606837560,366.16,366.31,366.13,366.31,1144
1606837620,365.95,366.18,365.94,366.16,1396
1606837680,365.86,366.01,365.84,365.95,2668
1606837740,366.12,366.13,365.84,365.87,1827
1606837800,366.17,366.26,366.12,366.13,2306
1606837860,366.17,366.24,366.13,366.16,606
1606837920,366.15,366.23,366.11,366.17,717
1606837980,366.16,366.18,365.92,366.18,767
1606838040,366.21,366.28,366.14,366.15,1269
1606838100,366.26,366.27,366.11,366.22,1796
1606838160,366.32,366.36,366.12,366.27,638
1606838220,366.15,366.33,366.11,366.33,600
1606838280,366.3,366.3,366.11,366.16,552
1606838340,366.32,366.35,366.16,366.31,781
1606838400,366.44,366.5,366.3,366.31,1062
1606838460,366.45,366.51,366.36,366.44,1038
1606838520,366.56,366.56,366.42,366.44,853
1606838580,366.67,366.69,366.54,366.55,661
1606838640,366.75,366.78,366.66,366.68,641
1606838700,366.73,366.8,366.71,366.75,380
1606838760,366.75,366.77,366.72,366.73,286
1606838820,366.86,366.97,366.75,366.76,2007
1606838880,366.86,366.89,366.8,366.87,696
1606838940,366.83,366.89,366.75,366.86,1387
1606839000,366.88,366.95,366.8,366.84,1459
1606839060,366.97,367.02,366.89,366.9,1194
1606839120,366.96,367.05,366.92,366.96,1620
1606839180,366.88,366.96,366.86,366.96,624
1606839240,366.8,366.98,366.71,366.89,1217
1606839300,366.76,366.84,366.67,366.81,812
1606839360,366.88,366.9,366.76,366.78,612
1606839420,367.03,367.04,366.89,366.9,691
1606839480,366.96,367.03,366.89,367.03,472
1606839540,366.96,367.0,366.94,366.96,476
1606839600,366.92,366.97,366.82,366.96,745
1606839660,366.91,366.94,366.85,366.93,576
1606839720,366.84,366.94,366.82,366.92,656
1606839780,366.79,366.87,366.74,366.85,1020
1606839840,366.78,366.83,366.71,366.79,1036
1606839900,366.73,366.82,366.71,366.78,605
1606839960,366.74,366.77,366.71,366.74,551
1606840020,366.68,366.76,366.63,366.75,673
1606840080,366.67,366.72,366.66,366.68,630
1606840140,366.65,366.85,366.5,366.68,1676
1606840200,366.61,366.69,366.53,366.66,1246
1606840260,366.85,366.88,366.61,366.61,847
1606840320,366.32,366.97,366.04,366.88,2400
1606840380,366.68,366.73,366.28,366.31,1594
1606840440,366.77,366.82,366.67,366.67,1160
1606840500,366.91,366.98,366.75,366.78,1124
1606840560,366.72,366.91,366.7,366.91,591
1606840620,366.31,366.72,366.18,366.72,1311
1606840680,366.38,366.53,366.32,366.33,940
1606840740,366.54,366.57,366.38,366.38,431
1606840800,366.69,366.69,366.55,366.57,407
1606840860,366.61,366.7,366.56,366.68,327
1606840920,366.75,366.75,366.54,366.58,377
1606840980,366.75,366.79,366.66,366.74,404
1606841040,366.73,366.84,366.72,366.76,374
1606841100,366.56,366.75,366.43,366.74,645
1606841160,366.59,366.61,366.54,366.56,429
1606841220,366.43,366.63,366.37,366.6,526
1606841280,366.35,366.44,366.34,366.43,603
1606841340,366.35,366.41,366.25,366.35,1071
1606841400,366.32,366.4,366.18,366.36,1071
1606841460,366.25,366.34,366.18,366.3,676
1606841520,366.24,366.3,366.19,366.28,341
1606841580,366.17,366.26,366.15,366.24,417
1606841640,366.13,366.21,366.13,366.17,341
1606841700,366.28,366.34,366.11,366.13,714
1606841760,366.31,366.39,366.24,366.27,544
1606841820,366.33,366.46,366.29,366.31,582
1606841880,366.26,366.41,366.25,366.33,1126
1606841940,366.27,366.31,366.2,366.26,739
1606842000,366.33,366.33,366.15,366.25,972
1606842060,366.32,366.37,366.23,366.33,633
1606842120,366.47,366.49,366.32,366.32,1201
1606842180,366.54,366.56,366.45,366.46,1496
1606842240,366.6,366.61,366.5,366.55,504
1606842300,366.51,366.62,366.49,366.6,1122
1606842360,366.56,366.58,366.5,366.5,782
1606842420,366.58,366.61,366.47,366.56,1065
1606842480,366.73,366.73,366.57,366.58,1701
1606842540,366.79,366.81,366.7,366.73,1476
1606842600,366.69,366.79,366.64,366.77,1275
1606842660,366.73,366.78,366.65,366.69,787
1606842720,366.72,366.77,366.71,366.74,424
1606842780,366.71,366.77,366.7,366.73,521
1606842840,366.67,366.75,366.66,366.71,536
1606842900,366.59,366.73,366.55,366.68,515
1606842960,366.59,366.6,366.52,366.59,850
1606843020,366.51,366.59,366.45,366.58,641
1606843080,366.44,366.53,366.42,366.51,682
1606843140,366.44,366.53,366.38,366.45,492
1606843200,366.43,366.49,366.42,366.45,471
1606843260,366.37,366.44,366.35,366.44,426
1606843320,366.37,366.5,366.36,366.37,832
1606843380,366.47,366.53,366.39,366.39,382
1606843440,366.55,366.55,366.44,366.47,444
1606843500,366.61,366.62,366.53,366.54,407
1606843560,366.62,366.62,366.55,366.6,481
1606843620,366.66,366.67,366.59,366.62,754
1606843680,366.64,366.68,366.63,366.65,319
1606843740,366.66,366.68,366.62,366.63,378
1606843800,366.71,366.72,366.6,366.66,475
1606843860,366.85,366.85,366.71,366.71,524
1606843920,366.84,366.87,366.79,366.84,571
1606843980,366.86,366.91,366.82,366.84,813
1606844040,366.72,366.88,366.65,366.87,1056
1606844100,366.59,366.76,366.58,366.72,688
1606844160,366.63,366.63,366.48,366.59,1300
1606844220,366.63,366.65,366.6,366.62,406
1606844280,366.58,366.66,366.55,366.64,423
1606844340,366.47,366.59,366.46,366.58,397
1606844400,366.26,366.5,366.25,366.46,787
1606844460,366.34,366.42,366.25,366.26,492
1606844520,366.31,366.41,366.31,366.36,390
1606844580,366.36,366.37,366.31,366.32,759
1606844640,366.31,366.4,366.27,366.35,801
1606844700,366.41,366.45,366.23,366.31,680
1606844760,366.58,366.59,366.4,366.41,977
1606844820,366.68,366.71,366.58,366.59,633
1606844880,366.69,366.7,366.59,366.67,425
1606844940,366.68,366.7,366.63,366.69,329
1606845000,366.65,366.68,366.59,366.67,200
1606845060,366.68,366.68,366.62,366.65,303
1606845120,366.56,366.68,366.56,366.68,300
1606845180,366.56,366.61,366.53,366.56,330
1606845240,366.53,366.55,366.45,366.55,1468
1606845300,366.65,366.65,366.48,366.52,445
1606845360,366.49,366.68,366.47,366.66,372
1606845420,366.56,366.56,366.44,366.5,155
1606845480,366.54,366.63,366.51,366.56,203
1606845540,366.43,366.56,366.39,366.55,850
1606845600,366.51,366.54,366.44,366.45,286
1606845660,366.54,366.55,366.49,366.51,357
1606845720,366.56,366.58,366.51,366.54,753
1606845780,366.6,366.6,366.54,366.56,284
1606845840,366.56,366.62,366.54,366.61,434
1606845900,366.57,366.65,366.55,366.56,248
1606845960,366.63,366.67,366.57,366.57,196
1606846020,366.6,366.65,366.55,366.62,302
1606846080,366.67,366.67,366.56,366.59,311
1606846140,366.75,366.76,366.66,366.67,466
1606846200,366.75,366.77,366.71,366.75,368
1606846260,366.72,366.75,366.7,366.75,175
1606846320,366.63,366.72,366.6,366.72,254
1606846380,366.67,366.68,366.6,366.63,259
1606846440,366.71,366.74,366.67,366.68,327
1606846500,366.73,366.74,366.67,366.71,233
1606846560,366.73,366.79,366.71,366.73,358
1606846620,366.65,366.75,366.63,366.74,258
1606846680,366.62,366.67,366.6,366.65,590
1606846740,366.63,366.64,366.55,366.63,437
1606846800,366.63,366.7,366.62,366.64,314
1606846860,366.78,366.82,366.63,366.64,923
1606846920,366.87,366.95,366.78,366.78,1272
1606846980,366.77,366.87,366.75,366.87,662
1606847040,366.76,366.79,366.73,366.78,204
1606847100,366.81,366.83,366.72,366.76,738
1606847160,366.86,366.87,366.79,366.81,388
1606847220,366.86,366.92,366.85,366.85,246
1606847280,366.84,366.87,366.8,366.87,236
1606847340,366.98,367.02,366.82,366.83,1403
1606847400,366.93,367.04,366.9,366.99,691
1606847460,366.93,366.96,366.88,366.93,600
1606847520,366.92,366.93,366.87,366.93,309
1606847580,366.91,366.95,366.87,366.92,497
1606847640,367.05,367.09,366.9,366.91,911
1606847700,367.13,367.15,367.01,367.04,949
1606847760,367.14,367.16,367.11,367.13,506
1606847820,367.14,367.18,367.13,367.14,648
1606847880,367.18,367.22,367.13,367.15,730
1606847940,367.17,367.18,367.11,367.17,397
1606848000,367.22,367.23,367.12,367.16,695
1606848060,367.18,367.22,367.16,367.22,416
1606848120,367.16,367.18,367.14,367.18,358
1606848180,367.17,367.17,367.09,367.16,388
1606848240,367.15,367.18,367.12,367.17,463
1606848300,367.05,367.18,367.03,367.15,786
1606848360,367.05,367.08,367.04,367.05,314
1606848420,367.12,367.13,366.99,367.06,700
1606848480,367.17,367.2,367.12,367.12,532
1606848540,367.19,367.2,367.16,367.17,438
1606848600,367.18,367.22,367.16,367.19,271
1606848660,367.16,367.2,367.16,367.17,290
1606848720,367.0,367.17,366.97,367.16,578
1606848780,366.96,367.01,366.94,367.0,482
1606848840,367.03,367.06,366.97,366.97,447
1606848900,367.02,367.08,367.01,367.03,427
1606848960,367.11,367.15,367.02,367.03,391
1606849020,367.07,367.12,367.07,367.1,391
1606849080,367.09,367.12,367.03,367.08,247
1606849140,367.12,367.16,367.06,367.09,424
1606849200,367.14,367.19,367.08,367.13,376
1606849260,367.21,367.21,367.09,367.14,665
1606849320,367.25,367.28,367.16,367.2,1058
1606849380,367.1,367.24,367.07,367.24,616
1606849440,367.19,367.21,367.08,367.08,614
1606849500,367.2,367.24,367.15,367.2,265
1606849560,367.25,367.31,367.19,367.2,746
1606849620,367.23,367.25,367.2,367.25,309
1606849680,367.29,367.31,367.2,367.23,1044
1606849740,367.23,367.29,367.2,367.29,699
1606849800,367.25,367.28,367.2,367.25,218
1606849860,367.26,367.26,367.18,367.25,436
1606849920,367.43,367.6,367.23,367.27,2414
1606849980,367.37,367.44,367.31,367.44,1866
1606850040,367.4,367.44,367.34,367.38,507
1606850100,367.57,367.58,367.37,367.4,1647
1606850160,367.54,367.68,367.51,367.56,1273
1606850220,367.34,367.54,367.31,367.54,1117
1606850280,367.35,367.37,367.3,367.34,604
1606850340,367.33,367.38,367.31,367.35,619
1606850400,367.22,367.32,367.18,367.32,747
1606850460,367.23,367.23,367.18,367.22,483
1606850520,367.24,367.24,367.1,367.24,472
1606850580,367.14,367.32,367.14,367.24,510
1606850640,367.09,367.15,367.03,367.15,684
1606850700,367.07,367.13,367.06,367.09,546
1606850760,367.14,367.16,367.07,367.07,298
1606850820,367.19,367.19,367.12,367.15,418
1606850880,367.21,367.25,367.18,367.19,495
1606850940,367.25,367.27,367.19,367.22,393
1606851000,367.04,367.27,367.03,367.25,1001
1606851060,367.11,367.17,366.93,367.04,1359
1606851120,367.07,367.13,366.98,367.1,965
1606851180,367.06,367.13,367.06,367.07,566
1606851240,367.03,367.08,367.0,367.06,513
1606851300,367.08,367.1,367.02,367.04,455
1606851360,367.14,367.14,367.01,367.09,415
1606851420,367.18,367.24,367.11,367.12,527
1606851480,367.15,367.18,367.09,367.18,448
1606851540,367.24,367.25,367.15,367.15,464
1606851600,367.23,367.25,367.17,367.24,266
1606851660,367.38,367.41,367.2,367.24,1524
1606851720,367.43,367.45,367.28,367.38,984
1606851780,367.57,367.6,367.41,367.42,1658
1606851840,367.52,367.6,367.45,367.56,757
1606851900,367.42,367.53,367.4,367.53,591
1606851960,367.42,367.45,367.39,367.42,441
1606852020,367.48,367.51,367.39,367.42,1322
1606852080,367.44,367.53,367.41,367.48,505
1606852140,367.38,367.44,367.33,367.44,982
1606852200,367.24,367.38,367.23,367.38,668
1606852260,367.15,367.25,367.13,367.25,553
1606852320,366.93,367.19,366.92,367.16,1175
1606852380,366.99,367.07,366.93,366.94,1021
1606852440,366.98,367.03,366.92,367.0,559
1606852500,366.81,367.02,366.79,366.96,1376
1606852560,366.88,366.91,366.75,366.79,819
1606852620,366.75,366.9,366.73,366.88,815
1606852680,366.79,366.81,366.67,366.75,1486
1606852740,366.77,366.79,366.69,366.79,1074
1606852800,366.57,366.82,366.56,366.78,1384
1606852860,366.52,366.68,366.51,366.57,1427
1606852920,366.54,366.56,366.44,366.52,1157
1606852980,366.45,366.56,366.41,366.54,1007
1606853040,366.32,366.46,366.28,366.44,2604
1606853100,366.14,366.35,366.13,366.33,2397
1606853160,366.15,366.16,366.01,366.14,1637
1606853220,365.92,366.15,365.86,366.14,1890
1606853280,365.7,365.91,365.66,365.91,2508
1606853340,365.77,365.8,365.51,365.7,1537
1606853400,365.85,365.85,365.68,365.77,1139
1606853460,365.92,365.97,365.79,365.85,2448
1606853520,366.13,366.15,365.9,365.92,1781
1606853580,366.09,366.13,365.99,366.12,1010
1606853640,366.0,366.08,365.97,366.08,852
1606853700,365.85,366.1,365.84,366.01,1425
1606853760,365.9,366.0,365.78,365.85,1220
1606853820,365.95,365.99,365.85,365.89,939
1606853880,365.85,365.97,365.84,365.96,1455
1606853940,365.53,365.85,365.46,365.85,2483
1606854000,365.78,365.83,365.46,365.52,2619
1606854060,365.88,365.93,365.73,365.79,1545
1606854120,365.86,365.89,365.8,365.87,1057
1606854180,366.01,366.02,365.83,365.87,851
1606854240,366.08,366.1,365.96,366.0,1391
1606854300,366.16,366.22,366.02,366.08,1055
1606854360,365.96,366.17,365.95,366.16,731
1606854420,366.05,366.05,365.91,365.97,894
1606854480,366.2,366.21,366.06,366.06,1064
1606854540,366.21,366.26,366.11,366.19,1533
1606854600,366.09,366.25,366.07,366.21,1086
1606854660,365.97,366.08,365.92,366.08,1059
1606854720,366.09,366.15,365.93,365.97,1588
1606854780,365.97,366.09,365.89,366.09,859
1606854840,365.94,366.01,365.8,365.97,1364
1606854900,365.96,366.0,365.85,365.92,1304
1606854960,365.73,365.97,365.71,365.97,1147
1606855020,365.81,365.84,365.73,365.73,917
1606855080,365.93,365.93,365.77,365.81,593
1606855140,365.9,366.04,365.88,365.93,931
1606855200,365.79,365.9,365.69,365.89,1001
1606855260,365.75,365.87,365.72,365.8,695
1606855320,365.75,365.85,365.7,365.75,1474
1606855380,365.74,365.75,365.61,365.75,1877
1606855440,365.81,365.87,365.69,365.74,1058
1606855500,365.71,365.86,365.7,365.82,954
1606855560,365.66,365.79,365.58,365.71,1920
1606855620,365.87,365.88,365.64,365.66,2301
1606855680,365.89,365.94,365.76,365.87,1798
1606855740,365.84,366.1,365.57,365.91,5176
1606855800,365.82,366.13,365.72,365.86,8771
1606855860,365.9,365.9,365.59,365.81,7378
1606855920,366.13,366.16,365.9,365.91,4267
1606855980,366.21,366.23,366.01,366.12,3058
