,close,high,low,open,volume
1605117900,356.99,357.11,356.96,357.11,457
1605117960,357.03,357.03,356.96,357.0,389
1605118020,356.97,357.04,356.93,357.03,607
1605118080,357.0,357.01,356.93,356.97,539
1605118140,356.99,357.01,356.92,357.0,401
1605118200,356.98,357.0,356.94,356.98,827
1605118260,356.98,356.98,356.93,356.98,253
1605118320,356.99,356.99,356.94,356.98,168
1605118380,356.96,357.01,356.96,356.99,255
1605118440,356.97,356.99,356.92,356.96,201
1605118500,357.0,357.0,356.92,356.97,445
1605118560,357.02,357.08,356.98,357.0,889
1605118620,357.07,357.07,356.99,357.01,447
1605118680,357.23,357.25,357.08,357.08,1037
1605118740,357.23,357.23,357.21,357.22,366
1605118800,357.25,357.32,357.21,357.22,787
1605118860,357.29,357.32,357.24,357.25,185
1605118920,357.46,357.56,357.28,357.28,2181
1605118980,357.3,357.46,357.28,357.46,786
1605119040,357.33,357.37,357.28,357.31,744
1605119100,357.2,357.33,357.16,357.33,821
1605119160,357.18,357.2,357.15,357.19,373
1605119220,357.04,357.21,356.98,357.19,979
1605119280,357.02,357.04,356.95,357.04,377
1605119340,357.02,357.06,356.98,357.02,816
1605119400,357.06,357.12,357.02,357.03,541
1605119460,357.15,357.16,357.05,357.06,196
1605119520,357.0,357.15,356.98,357.15,954
1605119580,356.97,357.04,356.96,356.99,432
1605119640,357.04,357.07,356.95,356.96,629
1605119700,357.17,357.19,357.03,357.04,676
1605119760,357.26,357.29,357.16,357.16,660
1605119820,357.31,357.31,357.21,357.27,297
1605119880,357.34,357.37,357.3,357.3,339
1605119940,357.44,357.44,357.32,357.35,504
1605120000,357.34,357.44,357.33,357.43,186
1605120060,357.34,357.36,357.29,357.33,375
1605120120,357.15,357.34,357.11,357.34,1169
1605120180,357.15,357.16,357.09,357.14,704
1605120240,357.19,357.26,357.15,357.15,490
1605120300,357.1,357.22,357.05,357.2,585
1605120360,357.08,357.11,357.0,357.1,378
1605120420,357.08,357.1,356.97,357.08,597
1605120480,357.05,357.07,357.02,357.07,496
1605120540,357.0,357.08,356.94,357.04,1420
1605120600,356.84,357.02,356.84,357.01,909
